coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,outcome
0.00839389775907296,0.00783289542110977,0.0156403848917604,0.0193731076863599,0.591487966816432,0.685978918511819,18741,13580,1,0.924711698319861,1.80414357163645,16,TRUE,FALSE,"","",-0.0222612566287774,0.0390490521469233,-0.0301383956441557,0.0458041864863752,enrol_2_ontime_all_0914
-0.0127622031161065,-0.0132596318362732,0.00642743124488039,0.00790239452562359,0.047079560866166,0.0933615807187715,30831,16370,1,1.22564897931893,2.37196206350167,16,TRUE,FALSE,**,*,-0.0253599683560721,-0.000164437876140981,-0.0287483251064955,0.00222906143394903,enrol_2_anytime_all_0914
0.00337771109755836,0.000147177213421612,0.0178298796950394,0.0218004006698275,0.849747155122702,0.994613423118165,20249,13885,1,0.950090417947664,1.88049489445294,16,TRUE,FALSE,"","",-0.0315688531047189,0.0383242752998356,-0.0425816080994403,0.0428759625262835,enrol_3_ontime_all_0914
-0.0125190752635245,-0.0155323540327319,0.0128659356385706,0.0155022713971179,0.330533219510714,0.316372315738998,20342,13886,1,0.967806470775862,1.96501702393396,16,TRUE,FALSE,"","",-0.0377363091151229,0.012698158588074,-0.0459168059710829,0.0148520979056191,enrol_3_anytime_all_0914
0.0331846330653178,0.0101645764292186,0.0645271516183661,0.0747727161549007,0.607060472756665,0.891868994826757,15791,12704,1,0.84768677647645,1.86564675612558,16,TRUE,FALSE,"","",-0.0932885841066798,0.159657850237315,-0.136389947234387,0.156719100092824,quality
0.0249049785499338,-0.000941534222086204,0.0654916422801831,0.0744227377486005,0.703739656011407,0.989906101239703,15521,12295,1,0.852549055690921,1.95618363876032,16,TRUE,FALSE,"","",-0.103458640319225,0.153268597419093,-0.146810100209343,0.144927031765171,quality_bacyear_plus1
0.0273174281881268,0.0120084868541994,0.05712334576358,0.0687235683797213,0.6324948527362,0.861287017162659,15894,12256,1,0.932207820133177,1.90616814124023,16,TRUE,FALSE,"","",-0.08464432950849,0.139279185884744,-0.122689707170054,0.146706680878453,quality_bacyear_plus2
0.0160277076511779,-0.00962239479683369,0.0793718380422203,0.0938933993754556,0.839969947506384,0.918374002815852,23262,14675,1,1.0380146593198,2.12334373517779,16,TRUE,FALSE,"","",-0.139541094911574,0.17159651021393,-0.193653457572727,0.174408667979059,tot_enrol_yrs
-0.057496495638274,-0.071842578640176,0.0424656025279107,0.0496224954994788,0.175750879300611,0.147677899488172,23511,14911,1,1.05910065451196,2.26907916963783,16,TRUE,FALSE,"","",-0.140729076592979,0.025736085316431,-0.169102669819154,0.0254175125388025,max_enrol_degetu
-0.0475575432345339,-0.0578181086833369,0.0361791092008966,0.0415548483217159,0.188677029601625,0.164113699132173,7349,9011,1,0.631066089548108,1.41663461248489,16,TRUE,FALSE,"","",-0.118468597268291,0.0233535107992234,-0.1392656113939,0.0236293940272263,grad_5_all
-0.0209999675365791,-0.0223534268608006,0.0146738927766412,0.0181909734622258,0.152398440905294,0.219139407309779,16893,12826,1,0.977521389346978,1.90065491824839,16,TRUE,FALSE,"","",-0.0497607973787959,0.00776086230563773,-0.0580077348467631,0.013300881125162,grad_7_all
-0.0220114511074616,-0.0236599914263875,0.0142997275412123,0.0176763524560782,0.12373311313024,0.180729931267294,16074,12554,1,0.947577612477573,1.8610507397301,16,TRUE,FALSE,"","",-0.0500389170882378,0.00601601487331453,-0.0583056422403007,0.0109856593875257,grad_9_all
-3.15788986868188,-3.27655911785564,3.69498996022799,4.56735012127502,0.392749929324492,0.473135133953294,20595,10830,1,1.26838723174371,2.39646449544685,16,TRUE,FALSE,"","",-10.4000701907287,4.08429045336499,-12.2285653555547,5.6754471198434,max_ects_credits
-0.0246345713138394,-0.0308419614219797,0.0164169558814845,0.0188242902920624,0.133470286661274,0.101335574734326,20342,13886,1,0.963937750210576,2.12568197932984,16,TRUE,FALSE,"","",-0.0568118048415489,0.00754266221387014,-0.0677375703944219,0.00605364755046253,master_anytime_all
-0.0276491259036901,-0.035148123692337,0.0234840558769242,0.0270333043889527,0.239052903539657,0.193539765462754,12999,11557,1,0.750691338214766,1.68597228547065,16,TRUE,FALSE,"","",-0.0736778754224614,0.0183796236150813,-0.0881334002946842,0.0178371529100102,master_select_anytime_all
0.0625796251019182,0.0657209911139844,0.0614535472495361,0.0767272182854463,0.308523982884901,0.391691522536185,12185,9997,1,0.922528230452398,1.78584082744531,16,TRUE,FALSE,"","",-0.0578693275071725,0.183028577711009,-0.0846643567254903,0.216106338953459,quality_first_grad_degree
