coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,outcome
-0.0445580065983637,-0.000526644312495606,0.0270174652124908,0.0847470857522539,0.09910058138103,0.99504173320259,6136,4573,1,1,1,16,TRUE,FALSE,*,"",-0.0975122384148457,0.00839622521811823,-0.166630932386913,0.165577643761922,enrol_2_ontime_all_0914
-0.00834844072284202,-0.00480708301229926,0.014222079160776,0.0457404739889708,0.557199916807682,0.916300636690012,6136,4573,1,1,1,16,TRUE,FALSE,"","",-0.0362237158779629,0.0195268344322788,-0.0944584120306819,0.0848442460060834,enrol_2_anytime_all_0914
0.0102160343697952,0.130143135248269,0.0308679149871682,0.0958037378363344,0.740674963475635,0.174325745539713,6136,4573,1,1,1,16,TRUE,FALSE,"","",-0.0502850790050544,0.0707171477446449,-0.0576321909109461,0.317918461407485,enrol_3_ontime_all_0914
-0.00105291928857687,0.000560972196305798,0.0214468339401392,0.0668822293801902,0.960844071962802,0.993307851566771,6136,4573,1,1,1,16,TRUE,FALSE,"","",-0.0430887138112498,0.040982875234096,-0.130528197388867,0.131650141781479,enrol_3_anytime_all_0914
0.0000119680052037552,-0.628278472622696,0.106097583681316,0.321843764379337,0.999909997134486,0.0509236556151072,6136,4573,1,1,1,16,TRUE,FALSE,"",*,-0.207939296010176,0.207963232020583,-1.2590922508062,0.00253530556080428,quality
0.0511314473932885,-0.537766050887598,0.106229273079541,0.321439199452139,0.630281233515249,0.0943283554343245,5842,4437,1,1,1,16,TRUE,FALSE,"",*,-0.157077927842612,0.259340822629189,-1.16778688181379,0.0922547800385944,quality_bacyear_plus1
-0.0352647057445665,-0.488242276626622,0.10396009587733,0.31769078935436,0.734448626407923,0.124330672833091,5237,4203,1,1,1,16,TRUE,FALSE,"","",-0.239026493664134,0.168497082175001,-1.11091622376117,0.134431670507924,quality_bacyear_plus2
0.0308826609184703,-0.804350348889283,0.156712870077038,0.482972901590665,0.843776476648309,0.095829974815405,6136,4573,1,1,1,16,TRUE,FALSE,"",*,-0.276274564432524,0.338039886269464,-1.75097723600699,0.14227653822842,tot_enrol_yrs
-0.0150242066373973,-0.168516489778378,0.0774174943511759,0.241076735988523,0.846123160001948,0.484542047083988,6136,4573,1,1,1,16,TRUE,FALSE,"","",-0.166762495565702,0.136714082290908,-0.641026892315884,0.303993912759127,max_enrol_degetu
0.000180143054993254,0.130777558305415,0.0321088858602639,0.0996237898755554,0.995523587803386,0.189279288883167,5338,4311,1,1,1,16,TRUE,FALSE,"","",-0.0627532732311241,0.0631135593411106,-0.0644850698506733,0.326040186461504,grad_5_all
0.000708908912670392,0.0653625521903145,0.0247200396394639,0.0778807177664428,0.977121802162423,0.401320679683178,5338,4311,1,1,1,16,TRUE,FALSE,"","",-0.0477423687806788,0.0491601866060196,-0.0872836546319134,0.218008759012542,grad_9_all
10.1111526487415,27.7162233887665,9.35137208349007,29.6511978855613,0.279586797936087,0.349921217777184,3702,2850,1,1,1,16,TRUE,FALSE,"","",-8.21753663489904,28.439841932382,-30.4001244669336,85.8325712444666,max_ects_credits
-0.0334474926674562,-0.0337389748689882,0.0274234078007504,0.0855492330678852,0.222590207725901,0.693299917835273,6136,4573,1,1,1,16,TRUE,FALSE,"","",-0.0871973719569269,0.0203023866220145,-0.201415471682043,0.133937521944067,master_anytime_all
-0.0813501399015502,-0.151522371840628,0.0308009833672688,0.0944403701371574,0.00826241573861084,0.108620681647946,6136,4573,1,1,1,16,TRUE,FALSE,***,"",-0.141720067301397,-0.0209802125017032,-0.336625497309457,0.0335807536282001,master_select_anytime_all
-0.0395612636821383,-0.327576428833481,0.10557891557894,0.3221596594987,0.707877646260399,0.30924195504933,4327,3506,1,1,1,16,TRUE,FALSE,"","",-0.246495938216861,0.167373410852584,-0.959009361450934,0.303856503783971,quality_first_grad_degree
