tau,bandwidth,power,outcome,y_mean
0.173,"(15, 17)",0.974506992881665,quality,13.2784468212836
0.174,MSE-optimal,0.830680384706211,quality,13.2784468212836
0.174,"(15, 17)",0.975820931478412,quality,13.2784468212836
0.175,MSE-optimal,0.834877522113605,quality,13.2784468212836
0.175,"(15, 17)",0.977077511692996,quality,13.2784468212836
0.176,MSE-optimal,0.839006717980809,quality,13.2784468212836
0.176,"(15, 17)",0.978278623270168,quality,13.2784468212836
0.177,MSE-optimal,0.843067930573742,quality,13.2784468212836
0.177,"(15, 17)",0.979426127981979,quality,13.2784468212836
0.178,MSE-optimal,0.847061156749018,quality,13.2784468212836
0.178,"(15, 17)",0.98052185807867,quality,13.2784468212836
0.179,MSE-optimal,0.850986431314716,quality,13.2784468212836
0.179,"(15, 17)",0.98156761486768,quality,13.2784468212836
0.18,MSE-optimal,0.85484382635963,quality,13.2784468212836
