tau,bandwidth,power,outcome,y_mean
0.105,MSE-optimal,0.999999999410277,enrol_2_ontime_all_0914,0.724726224783862
0.105,"(15, 17)",0.999999999999125,enrol_2_ontime_all_0914,0.724726224783862
0.1055,MSE-optimal,0.999999999535964,enrol_2_ontime_all_0914,0.724726224783862
0.1055,"(15, 17)",0.999999999999358,enrol_2_ontime_all_0914,0.724726224783862
0.106,MSE-optimal,0.999999999635386,enrol_2_ontime_all_0914,0.724726224783862
0.106,"(15, 17)",0.99999999999953,enrol_2_ontime_all_0914,0.724726224783862
0.1065,MSE-optimal,0.999999999713916,enrol_2_ontime_all_0914,0.724726224783862
0.1065,"(15, 17)",0.999999999999656,enrol_2_ontime_all_0914,0.724726224783862
0.107,MSE-optimal,0.999999999775855,enrol_2_ontime_all_0914,0.724726224783862
0.107,"(15, 17)",0.999999999999749,enrol_2_ontime_all_0914,0.724726224783862
0.1075,MSE-optimal,0.999999999824635,enrol_2_ontime_all_0914,0.724726224783862
0.1075,"(15, 17)",0.999999999999817,enrol_2_ontime_all_0914,0.724726224783862
0.108,MSE-optimal,0.999999999862995,enrol_2_ontime_all_0914,0.724726224783862
0.108,"(15, 17)",0.999999999999867,enrol_2_ontime_all_0914,0.724726224783862
0.1085,MSE-optimal,0.999999999893118,enrol_2_ontime_all_0914,0.724726224783862
0.1085,"(15, 17)",0.999999999999903,enrol_2_ontime_all_0914,0.724726224783862
0.109,MSE-optimal,0.999999999916738,enrol_2_ontime_all_0914,0.724726224783862
0.109,"(15, 17)",0.99999999999993,enrol_2_ontime_all_0914,0.724726224783862
0.1095,MSE-optimal,0.999999999935231,enrol_2_ontime_all_0914,0.724726224783862
0.1095,"(15, 17)",0.999999999999949,enrol_2_ontime_all_0914,0.724726224783862
0.11,MSE-optimal,0.999999999949689,enrol_2_ontime_all_0914,0.724726224783862
0.11,"(15, 17)",0.999999999999963,enrol_2_ontime_all_0914,0.724726224783862
0.1105,MSE-optimal,0.999999999960975,enrol_2_ontime_all_0914,0.724726224783862
0.1105,"(15, 17)",0.999999999999974,enrol_2_ontime_all_0914,0.724726224783862
0.111,MSE-optimal,0.999999999969773,enrol_2_ontime_all_0914,0.724726224783862
0.111,"(15, 17)",0.999999999999981,enrol_2_ontime_all_0914,0.724726224783862
0.1115,MSE-optimal,0.999999999976622,enrol_2_ontime_all_0914,0.724726224783862
0.1115,"(15, 17)",0.999999999999986,enrol_2_ontime_all_0914,0.724726224783862
0.112,MSE-optimal,0.999999999981944,enrol_2_ontime_all_0914,0.724726224783862
0.112,"(15, 17)",0.99999999999999,enrol_2_ontime_all_0914,0.724726224783862
0.1125,MSE-optimal,0.999999999986075,enrol_2_ontime_all_0914,0.724726224783862
0.1125,"(15, 17)",0.999999999999993,enrol_2_ontime_all_0914,0.724726224783862
0.113,MSE-optimal,0.999999999989276,enrol_2_ontime_all_0914,0.724726224783862
0.113,"(15, 17)",0.999999999999995,enrol_2_ontime_all_0914,0.724726224783862
0.1135,MSE-optimal,0.999999999991753,enrol_2_ontime_all_0914,0.724726224783862
0.1135,"(15, 17)",0.999999999999996,enrol_2_ontime_all_0914,0.724726224783862
0.114,MSE-optimal,0.999999999993667,enrol_2_ontime_all_0914,0.724726224783862
0.114,"(15, 17)",0.999999999999998,enrol_2_ontime_all_0914,0.724726224783862
0.1145,MSE-optimal,0.999999999995144,enrol_2_ontime_all_0914,0.724726224783862
0.1145,"(15, 17)",0.999999999999998,enrol_2_ontime_all_0914,0.724726224783862
0.115,MSE-optimal,0.999999999996282,enrol_2_ontime_all_0914,0.724726224783862
0.115,"(15, 17)",0.999999999999999,enrol_2_ontime_all_0914,0.724726224783862
0.1155,MSE-optimal,0.999999999997157,enrol_2_ontime_all_0914,0.724726224783862
0.1155,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.116,MSE-optimal,0.999999999997829,enrol_2_ontime_all_0914,0.724726224783862
0.116,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1165,MSE-optimal,0.999999999998345,enrol_2_ontime_all_0914,0.724726224783862
0.1165,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.117,MSE-optimal,0.99999999999874,enrol_2_ontime_all_0914,0.724726224783862
0.117,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1175,MSE-optimal,0.999999999999042,enrol_2_ontime_all_0914,0.724726224783862
0.1175,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.118,MSE-optimal,0.999999999999273,enrol_2_ontime_all_0914,0.724726224783862
0.118,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1185,MSE-optimal,0.999999999999449,enrol_2_ontime_all_0914,0.724726224783862
0.1185,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.119,MSE-optimal,0.999999999999583,enrol_2_ontime_all_0914,0.724726224783862
0.119,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1195,MSE-optimal,0.999999999999685,enrol_2_ontime_all_0914,0.724726224783862
0.1195,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.12,MSE-optimal,0.999999999999762,enrol_2_ontime_all_0914,0.724726224783862
0.12,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1205,MSE-optimal,0.999999999999821,enrol_2_ontime_all_0914,0.724726224783862
0.1205,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.121,MSE-optimal,0.999999999999865,enrol_2_ontime_all_0914,0.724726224783862
0.121,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1215,MSE-optimal,0.999999999999899,enrol_2_ontime_all_0914,0.724726224783862
0.1215,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.122,MSE-optimal,0.999999999999924,enrol_2_ontime_all_0914,0.724726224783862
0.122,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1225,MSE-optimal,0.999999999999943,enrol_2_ontime_all_0914,0.724726224783862
0.1225,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.123,MSE-optimal,0.999999999999957,enrol_2_ontime_all_0914,0.724726224783862
0.123,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1235,MSE-optimal,0.999999999999968,enrol_2_ontime_all_0914,0.724726224783862
0.1235,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.124,MSE-optimal,0.999999999999976,enrol_2_ontime_all_0914,0.724726224783862
0.124,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1245,MSE-optimal,0.999999999999982,enrol_2_ontime_all_0914,0.724726224783862
0.1245,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.125,MSE-optimal,0.999999999999987,enrol_2_ontime_all_0914,0.724726224783862
0.125,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1255,MSE-optimal,0.99999999999999,enrol_2_ontime_all_0914,0.724726224783862
0.1255,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.126,MSE-optimal,0.999999999999993,enrol_2_ontime_all_0914,0.724726224783862
0.126,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1265,MSE-optimal,0.999999999999995,enrol_2_ontime_all_0914,0.724726224783862
0.1265,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.127,MSE-optimal,0.999999999999996,enrol_2_ontime_all_0914,0.724726224783862
0.127,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1275,MSE-optimal,0.999999999999997,enrol_2_ontime_all_0914,0.724726224783862
0.1275,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.128,MSE-optimal,0.999999999999998,enrol_2_ontime_all_0914,0.724726224783862
0.128,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1285,MSE-optimal,0.999999999999998,enrol_2_ontime_all_0914,0.724726224783862
0.1285,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.129,MSE-optimal,0.999999999999999,enrol_2_ontime_all_0914,0.724726224783862
0.129,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1295,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1295,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.13,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.13,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1305,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1305,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.131,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.131,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1315,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1315,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.132,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.132,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1325,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1325,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.133,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.133,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1335,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1335,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.134,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.134,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1345,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1345,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.135,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.135,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1355,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1355,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.136,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.136,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1365,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1365,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.137,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.137,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1375,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1375,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.138,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.138,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1385,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1385,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.139,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.139,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1395,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1395,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.14,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.14,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1405,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1405,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.141,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.141,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1415,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1415,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.142,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.142,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1425,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1425,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.143,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.143,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1435,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1435,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.144,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.144,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1445,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1445,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.145,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.145,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1455,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1455,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.146,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.146,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1465,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1465,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.147,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.147,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1475,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1475,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.148,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.148,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1485,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1485,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.149,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.149,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1495,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1495,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.15,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.15,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1505,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1505,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.151,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.151,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1515,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1515,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.152,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.152,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1525,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1525,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.153,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.153,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1535,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1535,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.154,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.154,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1545,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1545,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.155,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.155,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1555,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1555,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.156,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.156,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1565,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1565,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.157,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.157,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1575,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1575,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.158,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.158,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1585,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1585,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.159,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.159,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1595,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1595,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.16,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.16,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1605,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1605,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.161,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.161,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1615,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1615,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.162,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.162,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1625,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1625,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.163,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.163,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1635,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1635,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.164,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.164,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1645,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1645,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.165,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.165,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1655,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1655,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.166,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.166,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1665,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1665,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.167,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.167,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1675,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1675,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.168,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.168,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1685,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1685,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.169,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.169,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1695,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1695,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.17,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.17,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1705,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1705,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.171,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.171,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1715,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1715,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.172,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.172,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1725,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1725,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.173,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.173,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1735,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1735,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.174,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.174,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1745,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1745,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.175,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.175,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1755,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1755,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.176,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.176,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1765,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1765,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.177,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.177,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1775,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1775,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.178,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.178,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1785,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1785,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.179,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.179,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1795,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1795,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.18,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.18,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1805,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1805,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.181,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.181,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1815,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1815,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.182,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.182,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1825,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1825,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.183,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.183,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1835,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1835,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.184,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.184,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1845,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1845,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.185,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.185,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1855,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1855,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.186,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.186,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1865,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1865,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.187,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.187,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1875,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1875,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.188,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.188,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1885,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1885,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.189,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.189,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1895,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1895,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.19,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.19,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1905,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1905,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.191,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.191,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1915,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1915,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.192,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.192,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1925,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1925,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.193,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.193,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1935,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1935,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.194,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.194,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.1945,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
0.1945,"(15, 17)",1,enrol_2_ontime_all_0914,0.724726224783862
0.195,MSE-optimal,1,enrol_2_ontime_all_0914,0.724726224783862
