coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,gender,mean_y,outcome,bandwidth,variable,value,value_lab,pcs_depp,exagt_name,echelon_gp,income_quint,n_obs,pct,var_group,coef_lab,ci_lower_final,ci_upper_final,outcome_lab
-0.0132353468488118,0.0458028826934251,0.0200109308106968,0.0609804514496989,0.508352070599392,0.452587880948095,14691,10485,1,1,1,16,TRUE,FALSE,"","",-0.0524567712377775,0.0259860775401539,-0.0737188021479847,0.165324567534835,Male,0.579176887435269,enrol_3_ontime_all_0914,"(15, 17)",Gender,Male,Male,,,,,3669,0.422939481268012,Gender,-0.013$^{}$,-0.0524567712377775,0.0259860775401539,"Enrollment in 3rd
Year in Bac
Year + 2"
0.0191466819279811,0.0829544002724163,0.017017221847199,0.0521307684890561,0.260531582326099,0.111547650254851,20543,14872,1,1,1,16,TRUE,FALSE,"","",-0.0142070728925289,0.0525004367484911,-0.0192219059661336,0.185130706510966,Female,0.551338393927287,enrol_3_ontime_all_0914,"(15, 17)",Gender,Female,Female,,,,,5006,0.577060518731989,Gender,0.019$^{}$,-0.0142070728925289,0.0525004367484911,"Enrollment in 3rd
Year in Bac
Year + 2"
0.0811100302555197,0.0643292487944684,0.0798284060097032,0.0972024073004699,0.30960332048024,0.508094818990929,22250,12346,1,1.25925445914235,2.43219118000067,16,TRUE,FALSE,"","",-0.0753536455234986,0.237573706034538,-0.126187469514453,0.254845967103389,Male,5.48705369310439,tot_enrol_yrs,mse,Gender,Male,Male,,,,,3669,0.422939481268012,Gender,0.081$^{}$,-0.126187469514453,0.254845967103389,"Number of
Years in HE"
-0.0282681667238833,-0.0479498575334105,0.107028506620799,0.130584395417402,0.791688910632562,0.713474022978742,16544,13635,1,0.873216979051728,1.75688631386225,16,TRUE,FALSE,"","",-0.238044039700649,0.181507706252882,-0.303895272551518,0.207995557484697,Female,5.46004794246904,tot_enrol_yrs,mse,Gender,Female,Female,,,,,5006,0.577060518731989,Gender,-0.028$^{}$,-0.303895272551518,0.207995557484697,"Number of
Years in HE"
0.0736003653515791,0.395048770521177,0.102554084499627,0.309837719682461,0.472958526804365,0.202302755789503,14691,10485,1,1,1,16,TRUE,FALSE,"","",-0.127405640267689,0.274606370970848,-0.212233160056447,1.0023307010988,Male,5.48705369310439,tot_enrol_yrs,"(15, 17)",Gender,Male,Male,,,,,3669,0.422939481268012,Gender,0.074$^{}$,-0.127405640267689,0.274606370970848,"Number of
Years in HE"
-0.0147297903942221,-0.131055429500289,0.0895462403195778,0.271799002672976,0.869342523424449,0.629679686781842,20543,14872,1,1,1,16,TRUE,FALSE,"","",-0.190240421420595,0.16078084063215,-0.663781474739321,0.401670615738742,Female,5.46004794246904,tot_enrol_yrs,"(15, 17)",Gender,Female,Female,,,,,5006,0.577060518731989,Gender,-0.015$^{}$,-0.190240421420595,0.16078084063215,"Number of
Years in HE"
0.024597223589943,-0.000152195819680401,0.0668476027273599,0.0764543781638039,0.712903286823744,0.998411672196479,12131,9817,1,0.898066137617554,2.00972198237706,16,TRUE,FALSE,"","",-0.106424077755682,0.155618524935568,-0.150002777020736,0.149698385381375,Male,4.33442354865086,max_enrol_degetu,mse,Gender,Male,Male,,,,,3669,0.422939481268012,Gender,0.025$^{}$,-0.150002777020736,0.149698385381375,"Highest Level of
Study Attained"
-0.0890305622079648,-0.0996774422872484,0.0719881240745429,0.0873180197021259,0.216183780131486,0.253643227849689,13849,12628,1,0.790316715598589,1.62449488232039,16,TRUE,FALSE,"","",-0.230127285394069,0.0520661609781392,-0.270820760903415,0.0714658763289184,Female,4.31062724730324,max_enrol_degetu,mse,Gender,Female,Female,,,,,5006,0.577060518731989,Gender,-0.089$^{}$,-0.270820760903415,0.0714658763289184,"Highest Level of
Study Attained"
0.00948337200457594,0.151692870054907,0.0579691818183955,0.178405501172858,0.870051288878266,0.395174915073862,14691,10485,1,1,1,16,TRUE,FALSE,"","",-0.104136224359479,0.123102968368631,-0.197981912243895,0.501367652353709,Male,4.33442354865086,max_enrol_degetu,"(15, 17)",Gender,Male,Male,,,,,3669,0.422939481268012,Gender,0.009$^{}$,-0.104136224359479,0.123102968368631,"Highest Level of
Study Attained"
-0.0786293015434971,-0.106408577682771,0.0516598805007945,0.158997071622825,0.127994707839123,0.503336868415307,20543,14872,1,1,1,16,TRUE,FALSE,"","",-0.179882667325054,0.0226240642380602,-0.418042838063508,0.205225682697966,Female,4.31062724730324,max_enrol_degetu,"(15, 17)",Gender,Female,Female,,,,,5006,0.577060518731989,Gender,-0.079$^{}$,-0.179882667325054,0.0226240642380602,"Highest Level of
Study Attained"
-0.0107444173495628,-0.01243889271792,0.0142858013857728,0.0176520484939536,0.451988140494244,0.481014789102042,13576,10068,1,1.04546541004922,2.00866680151308,16,TRUE,FALSE,"","",-0.0387445880656774,0.0172557533665519,-0.0470369077660691,0.0221591223302291,Male,,grad_anytime_all,mse,Gender,Male,Male,,,,,3669,0.422939481268012,Gender,-0.011$^{}$,-0.0470369077660691,0.0221591223302291,"Obtaining
Degree"
-0.0270039064063696,-0.0268111478969879,0.0217597064873438,0.0263210979587715,0.214603870274995,0.308384288012036,9319,10452,1,0.705310616401961,1.46708864269616,16,TRUE,FALSE,"","",-0.0696529311215635,0.0156451183088242,-0.0784004998961802,0.0247782041022043,Female,,grad_anytime_all,mse,Gender,Female,Female,,,,,5006,0.577060518731989,Gender,-0.027$^{}$,-0.0784004998961802,0.0247782041022043,"Obtaining
Degree"
-0.011288202356655,0.0277546739712689,0.0151080597368656,0.0471051905733527,0.454964411524064,0.555722906833326,12458,9681,1,1,1,16,TRUE,FALSE,"","",-0.0408999994409116,0.0183235947276017,-0.0645714995525025,0.12008084749504,Male,,grad_anytime_all,"(15, 17)",Gender,Male,Male,,,,,3669,0.422939481268012,Gender,-0.011$^{}$,-0.0408999994409116,0.0183235947276017,"Obtaining
Degree"
-0.0185554050083576,-0.0212457135557391,0.0128998813874322,0.0394758479700502,0.150315852809373,0.590442264456861,17834,13808,1,1,1,16,TRUE,FALSE,"","",-0.0438391725277247,0.0067283625110095,-0.0986183755770376,0.0561269484655594,Female,,grad_anytime_all,"(15, 17)",Gender,Female,Female,,,,,5006,0.577060518731989,Gender,-0.019$^{}$,-0.0438391725277247,0.0067283625110095,"Obtaining
Degree"
0.00265192103763745,0.000901364414136463,0.0115035340429318,0.0141247896479437,0.817679188975097,0.94911804379102,11016,7417,1,1.00303712917839,1.95801387110454,16,TRUE,FALSE,"","",-0.0198950056865088,0.0251988477617837,-0.0267832232958332,0.0285859521241061,,0.938886726352666,enrol_year_bac_all_0914,mse,Parent SES,Middle SES,Middle SES,Middle SES,,,,2569,0.296138328530259,Parent SES,0.003$^{}$,-0.0267832232958332,0.0285859521241061,"Enrollment in
Bac Year"
-0.000504245247912483,0.00235868492113811,0.0108553221322816,0.0131963418674603,0.962950444646981,0.858143598427231,9042,8173,1,1.05509303026748,2.07731986187669,16,TRUE,FALSE,"","",-0.0217806766271844,0.0207721861313595,-0.023506145139084,0.0282235149813603,,0.946099290780142,enrol_year_bac_all_0914,mse,Parent SES,Very High SES,Very High SES,Very High SES,,,,2115,0.243804034582133,Parent SES,-0.001$^{}$,-0.023506145139084,0.0282235149813603,"Enrollment in
Bac Year"
-0.0143854448876222,-0.0219377897623998,0.0220916375748695,0.0242208255623019,0.514935782356601,0.365073065288813,4619,4196,1,0.681087654029181,1.68315844562612,16,TRUE,FALSE,"","",-0.0576850545343664,0.0289141647591221,-0.0694106078645116,0.025535028339712,,0.948421520675856,enrol_year_bac_all_0914,mse,Parent SES,Low SES,Low SES,Low SES,,,,2249,0.259250720461095,Parent SES,-0.014$^{}$,-0.0694106078645116,0.025535028339712,"Enrollment in
Bac Year"
-0.000212801484837932,-0.00181651967080221,0.01041876751444,0.0127726768647213,0.983704481898787,0.886906879812597,8566,5062,1,1.27891440626602,2.47970104554971,16,TRUE,FALSE,"","",-0.0206335858131403,0.0202079828434645,-0.0268509663256559,0.0232179269840515,,0.952744961779013,enrol_year_bac_all_0914,mse,Parent SES,High SES,High SES,High SES,,,,1439,0.165878962536023,Parent SES,0$^{}$,-0.0268509663256559,0.0232179269840515,"Enrollment in
Bac Year"
0.130519244284623,0.143442495676373,0.0965468312281783,0.109947140936246,0.176415316846482,0.192012183682549,449,484,1,0.615884454768083,1.36486124265316,16,TRUE,FALSE,"","",-0.0587125449226066,0.319751033491852,-0.0720539005586682,0.358938891911414,,0.897689768976898,enrol_year_bac_all_0914,mse,Parent SES,Missing,Missing,Missing,,,,303,0.0349279538904899,Parent SES,0.131$^{}$,-0.0720539005586682,0.358938891911414,"Enrollment in
Bac Year"
0.00271255600810827,0.0273287788303076,0.011555951809797,0.0350116441712177,0.814416458438169,0.435059815550859,10549,7279,1,1,1,16,TRUE,FALSE,"","",-0.0199371095390939,0.0253622215553105,-0.0412940437452791,0.0959516014058943,,0.938886726352666,enrol_year_bac_all_0914,"(15, 17)",Parent SES,Middle SES,Middle SES,Middle SES,,,,2569,0.296138328530259,Parent SES,0.003$^{}$,-0.0199371095390939,0.0253622215553105,"Enrollment in
Bac Year"
-0.00343051082989199,-0.0415156269929255,0.0116045290323298,0.0355044985297461,0.767521617303456,0.242280323129879,8244,7672,1,1,1,16,TRUE,FALSE,"","",-0.0261753877332585,0.0193143660734745,-0.111104444111228,0.0280731901253768,,0.946099290780142,enrol_year_bac_all_0914,"(15, 17)",Parent SES,Very High SES,Very High SES,Very High SES,,,,2115,0.243804034582133,Parent SES,-0.003$^{}$,-0.0261753877332585,0.0193143660734745,"Enrollment in
Bac Year"
-0.0212251428249211,-0.00844129503368629,0.0118472352737684,0.0375318533904087,0.0732019869486808,0.822049167674461,9601,5502,1,1,1,16,TRUE,FALSE,*,"",-0.0444457239615071,0.00199543831166502,-0.0820037276788874,0.0651211376115148,,0.948421520675856,enrol_year_bac_all_0914,"(15, 17)",Parent SES,Low SES,Low SES,Low SES,,,,2249,0.259250720461095,Parent SES,-0.021$^{*}$,-0.0444457239615071,0.00199543831166502,"Enrollment in
Bac Year"
-0.00452524305340019,0.0103445568826315,0.013758280742794,0.0433906354370239,0.742223334607494,0.811566767412822,5610,4200,1,1,1,16,TRUE,FALSE,"","",-0.0314914733092764,0.0224409872024761,-0.0747010885739353,0.0953902023391982,,0.952744961779013,enrol_year_bac_all_0914,"(15, 17)",Parent SES,High SES,High SES,High SES,,,,1439,0.165878962536023,Parent SES,-0.005$^{}$,-0.0314914733092764,0.0224409872024761,"Enrollment in
Bac Year"
0.0404018725287019,0.154779137583966,0.0403806127118726,0.127315264542194,0.317055786661427,0.224093326241781,1230,704,1,1,1,16,TRUE,FALSE,"","",-0.0387441283865685,0.119547873443972,-0.0947587809187337,0.404317056086665,,0.897689768976898,enrol_year_bac_all_0914,"(15, 17)",Parent SES,Missing,Missing,Missing,,,,303,0.0349279538904899,Parent SES,0.04$^{}$,-0.0387441283865685,0.119547873443972,"Enrollment in
Bac Year"
0.00327095630928831,-0.00770810994197868,0.0320063223777422,0.0365963055280197,0.918600155653047,0.833179623595856,6387,6017,1,0.750137227358159,1.71077167705421,16,TRUE,FALSE,"","",-0.0594614355510863,0.066003348169663,-0.0794368687768974,0.06402064889294,,0.731023744647723,enrol_2_ontime_all_0914,mse,Parent SES,Middle SES,Middle SES,Middle SES,,,,2569,0.296138328530259,Parent SES,0.003$^{}$,-0.0794368687768974,0.06402064889294,"Enrollment in 2nd
Year in Bac
Year + 1"
0.00634331338920946,0.00481301133602607,0.0183913698715506,0.0228281246997887,0.73016423965715,0.833014533686964,11976,9195,1,1.24022086057111,2.37715069050832,16,TRUE,FALSE,"","",-0.0297037715590298,0.0423903983374487,-0.0399301130755597,0.0495561357476119,,0.706382978723404,enrol_2_ontime_all_0914,mse,Parent SES,Very High SES,Very High SES,Very High SES,,,,2115,0.243804034582133,Parent SES,0.006$^{}$,-0.0399301130755597,0.0495561357476119,"Enrollment in 2nd
Year in Bac
Year + 1"
-0.0195098709283217,-0.0268099309230254,0.0227046317954368,0.0267736613253345,0.390180348636002,0.316655368747488,10099,5602,1,1.01600033180296,2.07136173162029,16,TRUE,FALSE,"","",-0.0640109492473778,0.0249912073907344,-0.0792863071206809,0.0256664452746301,,0.733214762116496,enrol_2_ontime_all_0914,mse,Parent SES,Low SES,Low SES,Low SES,,,,2249,0.259250720461095,Parent SES,-0.02$^{}$,-0.0792863071206809,0.0256664452746301,"Enrollment in 2nd
Year in Bac
Year + 1"
0.0336599079143491,0.0457702659311039,0.042459830242046,0.0502087234302675,0.427925174223452,0.361979388977573,3466,3385,1,0.769525383790184,1.65080074986133,16,TRUE,FALSE,"","",-0.049561359360061,0.116881175188759,-0.0526388319922203,0.144179363854428,,0.732453092425295,enrol_2_ontime_all_0914,mse,Parent SES,High SES,High SES,High SES,,,,1439,0.165878962536023,Parent SES,0.034$^{}$,-0.0526388319922203,0.144179363854428,"Enrollment in 2nd
Year in Bac
Year + 1"
-0.0407127875446807,-0.0599774089430503,0.0880883975070627,0.106167012874218,0.643951495602158,0.572118312626752,796,602,1,0.796789181597144,1.62871527352612,16,TRUE,FALSE,"","",-0.213366046658523,0.131940471569162,-0.268064754176518,0.148109936290417,,0.6996699669967,enrol_2_ontime_all_0914,mse,Parent SES,Missing,Missing,Missing,,,,303,0.0349279538904899,Parent SES,-0.041$^{}$,-0.268064754176518,0.148109936290417,"Enrollment in 2nd
Year in Bac
Year + 1"
-0.00965479786490286,0.0386686128451288,0.021093142429182,0.0642124467410289,0.647152094202053,0.547042286266365,10549,7279,1,1,1,16,TRUE,FALSE,"","",-0.0509973570260996,0.0316877612962939,-0.0871877827672878,0.164525008457545,,0.731023744647723,enrol_2_ontime_all_0914,"(15, 17)",Parent SES,Middle SES,Middle SES,Middle SES,,,,2569,0.296138328530259,Parent SES,-0.01$^{}$,-0.0509973570260996,0.0316877612962939,"Enrollment in 2nd
Year in Bac
Year + 1"
