coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,pcs_depp,mean_y,outcome,bandwidth
0.088960414071245,0.0692591976038059,0.134511870327371,0.165662543952152,0.508383170842996,0.675893035034489,3831,3518,1,0.843414588831814,1.68206917561009,16,TRUE,FALSE,"","",-0.174682851770402,0.352603679912892,-0.255439388542412,0.393957783750024,High SES,13.4039217220719,quality_bacyear_plus1,mse
-0.250092191331248,-0.325573275986066,0.261871025828925,0.31438160623832,0.339567343052703,0.300389260271698,990,623,1,0.961549618423486,1.926057687897,16,TRUE,FALSE,"","",-0.763359401955942,0.263175019293446,-0.941761224213174,0.290614672241041,Missing,13.0040629221251,quality_bacyear_plus1,mse
0.0161314811977107,-0.0475643401845218,0.0911188521929772,0.276417480110808,0.859478697824924,0.863379128989587,7575,7216,1,1,1,16,TRUE,FALSE,"","",-0.162461469100525,0.194724431495946,-0.589342601201705,0.494213920832661,Very High SES,13.6896735534796,quality_bacyear_plus1,"(15, 17)"
-0.0479262519767509,-0.196046479994894,0.0832645700088986,0.246387685331555,0.56489235706551,0.426216340096027,8581,5140,1,1,1,16,TRUE,FALSE,"","",-0.211124809194192,0.11527230524069,-0.678966343244743,0.286873383254954,Low SES,13.0185415612062,quality_bacyear_plus1,"(15, 17)"
0.0438137363264062,0.0839097895060519,0.080485060334836,0.235822489108865,0.586186167430974,0.721977175912852,9500,6807,1,1,1,16,TRUE,FALSE,"","",-0.113936981929872,0.201564454582685,-0.378302289147323,0.546121868159426,Middle SES,13.2823589603156,quality_bacyear_plus1,"(15, 17)"
0.0477012096561325,0.156222842466526,0.107191463292901,0.325301453806214,0.656312955042725,0.631056589250445,5151,3979,1,1,1,16,TRUE,FALSE,"","",-0.162394058397953,0.257796477710218,-0.481368006993653,0.793813691926706,High SES,13.4039217220719,quality_bacyear_plus1,"(15, 17)"
-0.237412856447456,-1.12123107490108,0.249943242831451,0.755582310069002,0.342179799573198,0.137827556162393,1033,638,1,1,1,16,TRUE,FALSE,"","",-0.7273016123971,0.252475899502188,-2.60217240263633,0.359710252834161,Missing,13.0040629221251,quality_bacyear_plus1,"(15, 17)"
-0.0122457894106986,-0.0392415518299316,0.0876682092825389,0.105323181779693,0.888910179947348,0.709459358833106,7134,6983,1,0.994261124125857,2.01877401903039,16,TRUE,FALSE,"","",-0.184075479604475,0.159583900783078,-0.24567498811813,0.167191884458266,Very High SES,13.6903164298262,quality_bacyear_plus2,mse
-0.0592339654573237,-0.0818512756688463,0.102740440666786,0.124535122860707,0.564250295092415,0.511017257773815,5581,4272,1,0.858449030114357,1.73925229453574,16,TRUE,FALSE,"","",-0.260605229164225,0.142137298249577,-0.325940116475832,0.162237565138139,Low SES,13.1185849182694,quality_bacyear_plus2,mse
0.0818238758671228,0.0786216483746287,0.13399708491626,0.163774343892784,0.541438449811161,0.631184135613705,4356,4937,1,0.690989846538787,1.41077836833192,16,TRUE,FALSE,"","",-0.180810410568746,0.344458162302992,-0.242376065655229,0.399619362404486,Middle SES,13.349737293801,quality_bacyear_plus2,mse
0.0791994761832555,0.0601484893366617,0.111500569284707,0.137702381933722,0.477514662256473,0.662255930726296,4271,3732,1,0.940564961975109,1.85357825185632,16,TRUE,FALSE,"","",-0.13934163961477,0.297740591981281,-0.209748179253434,0.330045157926757,High SES,13.4035775599517,quality_bacyear_plus2,mse
-0.237068895025544,-0.321076911870208,0.234030647542627,0.27314408949533,0.311068632957566,0.239800541844072,1028,606,1,1.10479895186334,2.3625642231653,16,TRUE,FALSE,"","",-0.695768964209093,0.221631174158005,-0.856439327281054,0.214285503540639,Missing,13.195358371706,quality_bacyear_plus2,mse
-0.0119683653830975,-0.015684560652268,0.0870660872108394,0.265381492016146,0.890664838271527,0.952870914546798,7134,6983,1,1,1,16,TRUE,FALSE,"","",-0.182617896316343,0.158681165550148,-0.535832285003915,0.504463163699379,Very High SES,13.6903164298262,quality_bacyear_plus2,"(15, 17)"
