freq,id,year_bac_plus,echelon
594,930,3,4
4122,931,1,5
4122,931,2,6
4122,931,3,5
6286,932,1,5
6286,932,2,6
6286,932,3,6
484,933,1,5
484,933,2,6
484,933,3,7
680,934,1,5
680,934,2,6
680,934,3,"enrolled + FA app.
but not eligible"
316,935,1,5
316,935,2,6
316,935,3,"not enrolled + FA app.
but not eligible"
5524,936,1,5
5524,936,2,6
5524,936,3,
9,937,1,5
9,937,2,7
9,937,3,0bis
9,938,1,5
9,938,2,7
9,938,3,1
10,939,1,5
10,939,2,7
10,939,3,2
14,940,1,5
14,940,2,7
14,940,3,3
25,941,1,5
25,941,2,7
25,941,3,4
85,942,1,5
85,942,2,7
85,942,3,5
208,943,1,5
208,943,2,7
208,943,3,6
293,944,1,5
293,944,2,7
293,944,3,7
33,945,1,5
33,945,2,7
33,945,3,"enrolled + FA app.
but not eligible"
18,946,1,5
18,946,2,7
18,946,3,"not enrolled + FA app.
but not eligible"
294,947,1,5
294,947,2,7
294,947,3,
18,948,1,5
18,948,2,"enrolled + FA app.
but not eligible"
18,948,3,0
13,949,1,5
13,949,2,"enrolled + FA app.
but not eligible"
13,949,3,0bis
14,950,1,5
14,950,2,"enrolled + FA app.
but not eligible"
14,950,3,1
16,951,1,5
16,951,2,"enrolled + FA app.
but not eligible"
16,951,3,2
23,952,1,5
23,952,2,"enrolled + FA app.
but not eligible"
23,952,3,3
18,953,1,5
18,953,2,"enrolled + FA app.
but not eligible"
18,953,3,4
60,954,1,5
60,954,2,"enrolled + FA app.
but not eligible"
60,954,3,5
21,955,1,5
21,955,2,"enrolled + FA app.
but not eligible"
21,955,3,6
4,956,1,5
4,956,2,"enrolled + FA app.
but not eligible"
4,956,3,7
60,957,1,5
60,957,2,"enrolled + FA app.
but not eligible"
60,957,3,"enrolled + FA app.
but not eligible"
23,958,1,5
23,958,2,"enrolled + FA app.
but not eligible"
23,958,3,"not enrolled + FA app.
but not eligible"
640,959,1,5
640,959,2,"enrolled + FA app.
but not eligible"
640,959,3,
1,960,1,5
1,960,2,"not enrolled + FA app.
but not eligible"
1,960,3,0
1,961,1,5
1,961,2,"not enrolled + FA app.
but not eligible"
1,961,3,0bis
3,962,1,5
3,962,2,"not enrolled + FA app.
but not eligible"
3,962,3,2
5,963,1,5
5,963,2,"not enrolled + FA app.
but not eligible"
5,963,3,3
10,964,1,5
10,964,2,"not enrolled + FA app.
but not eligible"
10,964,3,4
17,965,1,5
17,965,2,"not enrolled + FA app.
but not eligible"
17,965,3,5
10,966,1,5
10,966,2,"not enrolled + FA app.
but not eligible"
10,966,3,6
2,967,1,5
2,967,2,"not enrolled + FA app.
but not eligible"
2,967,3,"enrolled + FA app.
but not eligible"
9,968,1,5
9,968,2,"not enrolled + FA app.
but not eligible"
9,968,3,"not enrolled + FA app.
but not eligible"
258,969,1,5
258,969,2,"not enrolled + FA app.
but not eligible"
258,969,3,
56,970,1,5
56,970,2,
56,970,3,0
80,971,1,5
80,971,2,
80,971,3,0bis
188,972,1,5
188,972,2,
188,972,3,1
198,973,1,5
198,973,2,
198,973,3,2
317,974,1,5
317,974,2,
317,974,3,3
543,975,1,5
543,975,2,
543,975,3,4
1438,976,1,5
1438,976,2,
1438,976,3,5
512,977,1,5
512,977,2,
512,977,3,6
69,978,1,5
69,978,2,
69,978,3,7
100,979,1,5
100,979,2,
100,979,3,"enrolled + FA app.
but not eligible"
76,980,1,5
76,980,2,
76,980,3,"not enrolled + FA app.
but not eligible"
28730,981,1,5
28730,981,2,
28730,981,3,
65,982,1,6
65,982,2,0
65,982,3,0
37,983,1,6
37,983,2,0
37,983,3,0bis
52,984,1,6
52,984,2,0
52,984,3,1
15,985,1,6
15,985,2,0
15,985,3,2
14,986,1,6
14,986,2,0
14,986,3,3
15,987,1,6
15,987,2,0
15,987,3,4
19,988,1,6
19,988,2,0
19,988,3,5
25,989,1,6
25,989,2,0
25,989,3,6
6,990,1,6
6,990,2,0
6,990,3,7
46,991,1,6
46,991,2,0
46,991,3,"enrolled + FA app.
but not eligible"
9,992,1,6
9,992,2,0
9,992,3,"not enrolled + FA app.
but not eligible"
199,993,1,6
199,993,2,0
199,993,3,
5,994,1,6
5,994,2,0bis
5,994,3,0
81,995,1,6
81,995,2,0bis
81,995,3,0bis
36,996,1,6
36,996,2,0bis
36,996,3,1
11,997,1,6
11,997,2,0bis
11,997,3,2
8,998,1,6
8,998,2,0bis
8,998,3,3
10,999,1,6
10,999,2,0bis
10,999,3,4
13,1000,1,6
13,1000,2,0bis
13,1000,3,5
14,1001,1,6
14,1001,2,0bis
14,1001,3,6
7,1002,1,6
7,1002,2,0bis
7,1002,3,7
17,1003,1,6
17,1003,2,0bis
17,1003,3,"enrolled + FA app.
but not eligible"
1,1004,1,6
1,1004,2,0bis
1,1004,3,"not enrolled + FA app.
but not eligible"
104,1005,1,6
104,1005,2,0bis
104,1005,3,
80,1006,1,6
80,1006,2,1
80,1006,3,0
99,1007,1,6
99,1007,2,1
99,1007,3,0bis
224,1008,1,6
224,1008,2,1
224,1008,3,1
95,1009,1,6
95,1009,2,1
95,1009,3,2
65,1010,1,6
65,1010,2,1
65,1010,3,3
52,1011,1,6
52,1011,2,1
52,1011,3,4
80,1012,1,6
80,1012,2,1
80,1012,3,5
61,1013,1,6
61,1013,2,1
61,1013,3,6
17,1014,1,6
17,1014,2,1
17,1014,3,7
66,1015,1,6
66,1015,2,1
66,1015,3,"enrolled + FA app.
but not eligible"
10,1016,1,6
10,1016,2,1
10,1016,3,"not enrolled + FA app.
but not eligible"
423,1017,1,6
423,1017,2,1
423,1017,3,
36,1018,1,6
36,1018,2,2
36,1018,3,0
36,1019,1,6
36,1019,2,2
36,1019,3,0bis
169,1020,1,6
169,1020,2,2
169,1020,3,1
130,1021,1,6
130,1021,2,2
130,1021,3,2
103,1022,1,6
103,1022,2,2
103,1022,3,3
70,1023,1,6
70,1023,2,2
70,1023,3,4
96,1024,1,6
96,1024,2,2
96,1024,3,5
83,1025,1,6
83,1025,2,2
83,1025,3,6
8,1026,1,6
8,1026,2,2
8,1026,3,7
54,1027,1,6
54,1027,2,2
54,1027,3,"enrolled + FA app.
but not eligible"
16,1028,1,6
16,1028,2,2
16,1028,3,"not enrolled + FA app.
but not eligible"
401,1029,1,6
401,1029,2,2
401,1029,3,
30,1030,1,6
30,1030,2,3
30,1030,3,0
37,1031,1,6
37,1031,2,3
37,1031,3,0bis
163,1032,1,6
163,1032,2,3
163,1032,3,1
180,1033,1,6
180,1033,2,3
180,1033,3,2
290,1034,1,6
290,1034,2,3
290,1034,3,3
183,1035,1,6
183,1035,2,3
183,1035,3,4
250,1036,1,6
250,1036,2,3
250,1036,3,5
140,1037,1,6
140,1037,2,3
140,1037,3,6
18,1038,1,6
18,1038,2,3
18,1038,3,7
88,1039,1,6
88,1039,2,3
88,1039,3,"enrolled + FA app.
but not eligible"
15,1040,1,6
15,1040,2,3
15,1040,3,"not enrolled + FA app.
but not eligible"
610,1041,1,6
610,1041,2,3
610,1041,3,
20,1042,1,6
20,1042,2,4
20,1042,3,0
35,1043,1,6
35,1043,2,4
35,1043,3,0bis
151,1044,1,6
151,1044,2,4
151,1044,3,1
172,1045,1,6
172,1045,2,4
172,1045,3,2
338,1046,1,6
338,1046,2,4
338,1046,3,3
541,1047,1,6
541,1047,2,4
541,1047,3,4
767,1048,1,6
767,1048,2,4
767,1048,3,5
304,1049,1,6
304,1049,2,4
304,1049,3,6
33,1050,1,6
33,1050,2,4
33,1050,3,7
138,1051,1,6
138,1051,2,4
138,1051,3,"enrolled + FA app.
but not eligible"
52,1052,1,6
52,1052,2,4
52,1052,3,"not enrolled + FA app.
but not eligible"
1158,1053,1,6
1158,1053,2,4
1158,1053,3,
40,1054,1,6
40,1054,2,5
40,1054,3,0
73,1055,1,6
73,1055,2,5
73,1055,3,0bis
258,1056,1,6
258,1056,2,5
258,1056,3,1
319,1057,1,6
319,1057,2,5
319,1057,3,2
726,1058,1,6
726,1058,2,5
726,1058,3,3
1607,1059,1,6
1607,1059,2,5
1607,1059,3,4
8830,1060,1,6
8830,1060,2,5
8830,1060,3,5
4244,1061,1,6
4244,1061,2,5
4244,1061,3,6
245,1062,1,6
245,1062,2,5
245,1062,3,7
935,1063,1,6
935,1063,2,5
935,1063,3,"enrolled + FA app.
but not eligible"
400,1064,1,6
400,1064,2,5
400,1064,3,"not enrolled + FA app.
but not eligible"
7776,1065,1,6
7776,1065,2,5
7776,1065,3,
87,1066,1,6
87,1066,2,6
87,1066,3,0
84,1067,1,6
84,1067,2,6
84,1067,3,0bis
252,1068,1,6
252,1068,2,6
252,1068,3,1
294,1069,1,6
294,1069,2,6
294,1069,3,2
511,1070,1,6
511,1070,2,6
511,1070,3,3
984,1071,1,6
984,1071,2,6
984,1071,3,4
8733,1072,1,6
8733,1072,2,6
8733,1072,3,5
46883,1073,1,6
46883,1073,2,6
46883,1073,3,6
5972,1074,1,6
5972,1074,2,6
5972,1074,3,7
3709,1075,1,6
3709,1075,2,6
3709,1075,3,"enrolled + FA app.
but not eligible"
1893,1076,1,6
1893,1076,2,6
1893,1076,3,"not enrolled + FA app.
but not eligible"
31291,1077,1,6
31291,1077,2,6
31291,1077,3,
13,1078,1,6
13,1078,2,7
13,1078,3,0bis
23,1079,1,6
23,1079,2,7
23,1079,3,1
10,1080,1,6
10,1080,2,7
10,1080,3,2
30,1081,1,6
30,1081,2,7
30,1081,3,3
58,1082,1,6
58,1082,2,7
58,1082,3,4
212,1083,1,6
212,1083,2,7
212,1083,3,5
1472,1084,1,6
1472,1084,2,7
1472,1084,3,6
4950,1085,1,6
4950,1085,2,7
4950,1085,3,7
505,1086,1,6
505,1086,2,7
505,1086,3,"enrolled + FA app.
but not eligible"
287,1087,1,6
287,1087,2,7
287,1087,3,"not enrolled + FA app.
but not eligible"
3705,1088,1,6
3705,1088,2,7
3705,1088,3,
8,1089,1,6
8,1089,2,"enrolled + FA app.
but not eligible"
8,1089,3,0
11,1090,1,6
11,1090,2,"enrolled + FA app.
but not eligible"
11,1090,3,0bis
4,1091,1,6
4,1091,2,"enrolled + FA app.
but not eligible"
4,1091,3,1
8,1092,1,6
8,1092,2,"enrolled + FA app.
but not eligible"
8,1092,3,2
5,1093,1,6
5,1093,2,"enrolled + FA app.
but not eligible"
5,1093,3,3
10,1094,1,6
10,1094,2,"enrolled + FA app.
but not eligible"
10,1094,3,4
36,1095,1,6
36,1095,2,"enrolled + FA app.
but not eligible"
36,1095,3,5
82,1096,1,6
82,1096,2,"enrolled + FA app.
but not eligible"
82,1096,3,6
28,1097,1,6
28,1097,2,"enrolled + FA app.
but not eligible"
28,1097,3,7
41,1098,1,6
41,1098,2,"enrolled + FA app.
but not eligible"
41,1098,3,"enrolled + FA app.
but not eligible"
31,1099,1,6
31,1099,2,"enrolled + FA app.
but not eligible"
31,1099,3,"not enrolled + FA app.
but not eligible"
707,1100,1,6
707,1100,2,"enrolled + FA app.
but not eligible"
707,1100,3,
2,1101,1,6
2,1101,2,"not enrolled + FA app.
but not eligible"
2,1101,3,0
1,1102,1,6
1,1102,2,"not enrolled + FA app.
but not eligible"
1,1102,3,0bis
1,1103,1,6
1,1103,2,"not enrolled + FA app.
but not eligible"
1,1103,3,1
2,1104,1,6
2,1104,2,"not enrolled + FA app.
but not eligible"
2,1104,3,2
3,1105,1,6
3,1105,2,"not enrolled + FA app.
but not eligible"
3,1105,3,3
4,1106,1,6
4,1106,2,"not enrolled + FA app.
but not eligible"
4,1106,3,4
8,1107,1,6
8,1107,2,"not enrolled + FA app.
but not eligible"
8,1107,3,5
37,1108,1,6
37,1108,2,"not enrolled + FA app.
but not eligible"
37,1108,3,6
11,1109,1,6
11,1109,2,"not enrolled + FA app.
but not eligible"
11,1109,3,7
8,1110,1,6
8,1110,2,"not enrolled + FA app.
but not eligible"
8,1110,3,"not enrolled + FA app.
but not eligible"
246,1111,1,6
246,1111,2,"not enrolled + FA app.
but not eligible"
246,1111,3,
39,1112,1,6
39,1112,2,
39,1112,3,0
44,1113,1,6
44,1113,2,
44,1113,3,0bis
76,1114,1,6
76,1114,2,
76,1114,3,1
68,1115,1,6
68,1115,2,
68,1115,3,2
75,1116,1,6
75,1116,2,
75,1116,3,3
174,1117,1,6
174,1117,2,
174,1117,3,4
721,1118,1,6
721,1118,2,
721,1118,3,5
2219,1119,1,6
2219,1119,2,
2219,1119,3,6
586,1120,1,6
586,1120,2,
586,1120,3,7
120,1121,1,6
120,1121,2,
120,1121,3,"enrolled + FA app.
but not eligible"
79,1122,1,6
79,1122,2,
79,1122,3,"not enrolled + FA app.
but not eligible"
30590,1123,1,6
30590,1123,2,
30590,1123,3,
1,1124,1,7
1,1124,2,0
1,1124,3,0
1,1125,1,7
1,1125,2,0
1,1125,3,0bis
1,1126,1,7
1,1126,2,0
1,1126,3,1
1,1127,1,7
1,1127,2,0
1,1127,3,2
1,1128,1,7
1,1128,2,0
1,1128,3,5
2,1129,1,7
2,1129,2,0
2,1129,3,7
2,1130,1,7
2,1130,2,0
2,1130,3,"enrolled + FA app.
but not eligible"
3,1131,1,7
3,1131,2,0
3,1131,3,
18,1132,1,7
18,1132,2,0bis
18,1132,3,0bis
6,1133,1,7
6,1133,2,0bis
6,1133,3,1
2,1134,1,7
2,1134,2,0bis
2,1134,3,2
2,1135,1,7
2,1135,2,0bis
2,1135,3,3
2,1136,1,7
2,1136,2,0bis
2,1136,3,5
1,1137,1,7
1,1137,2,0bis
1,1137,3,6
4,1138,1,7
4,1138,2,0bis
4,1138,3,7
7,1139,1,7
7,1139,2,0bis
7,1139,3,"enrolled + FA app.
but not eligible"
33,1140,1,7
33,1140,2,0bis
33,1140,3,
9,1141,1,7
9,1141,2,1
9,1141,3,0bis
7,1142,1,7
7,1142,2,1
7,1142,3,1
6,1143,1,7
6,1143,2,1
6,1143,3,2
5,1144,1,7
5,1144,2,1
5,1144,3,3
1,1145,1,7
1,1145,2,1
1,1145,3,4
7,1146,1,7
7,1146,2,1
7,1146,3,5
2,1147,1,7
2,1147,2,1
2,1147,3,6
4,1148,1,7
4,1148,2,1
4,1148,3,7
4,1149,1,7
4,1149,2,1
4,1149,3,"enrolled + FA app.
but not eligible"
1,1150,1,7
1,1150,2,1
1,1150,3,"not enrolled + FA app.
but not eligible"
17,1151,1,7
17,1151,2,1
17,1151,3,
10,1152,1,7
10,1152,2,2
10,1152,3,0bis
7,1153,1,7
7,1153,2,2
7,1153,3,1
4,1154,1,7
4,1154,2,2
4,1154,3,2
5,1155,1,7
5,1155,2,2
5,1155,3,3
4,1156,1,7
4,1156,2,2
4,1156,3,4
5,1157,1,7
5,1157,2,2
5,1157,3,5
3,1158,1,7
3,1158,2,2
3,1158,3,6
4,1159,1,7
4,1159,2,2
4,1159,3,7
4,1160,1,7
4,1160,2,2
4,1160,3,"enrolled + FA app.
but not eligible"
21,1161,1,7
21,1161,2,2
21,1161,3,
3,1162,1,7
3,1162,2,3
3,1162,3,0bis
5,1163,1,7
5,1163,2,3
5,1163,3,1
10,1164,1,7
10,1164,2,3
10,1164,3,2
10,1165,1,7
10,1165,2,3
10,1165,3,3
7,1166,1,7
7,1166,2,3
7,1166,3,4
12,1167,1,7
12,1167,2,3
12,1167,3,5
12,1168,1,7
12,1168,2,3
12,1168,3,6
3,1169,1,7
3,1169,2,3
3,1169,3,7
5,1170,1,7
5,1170,2,3
5,1170,3,"enrolled + FA app.
but not eligible"
36,1171,1,7
36,1171,2,3
36,1171,3,
3,1172,1,7
3,1172,2,4
3,1172,3,0bis
12,1173,1,7
12,1173,2,4
12,1173,3,1
6,1174,1,7
6,1174,2,4
6,1174,3,2
19,1175,1,7
19,1175,2,4
19,1175,3,3
14,1176,1,7
14,1176,2,4
14,1176,3,4
16,1177,1,7
16,1177,2,4
16,1177,3,5
13,1178,1,7
13,1178,2,4
13,1178,3,6
7,1179,1,7
7,1179,2,4
7,1179,3,7
5,1180,1,7
5,1180,2,4
5,1180,3,"enrolled + FA app.
but not eligible"
1,1181,1,7
1,1181,2,4
1,1181,3,"not enrolled + FA app.
but not eligible"
60,1182,1,7
60,1182,2,4
60,1182,3,
19,1183,1,7
19,1183,2,5
19,1183,3,0bis
13,1184,1,7
13,1184,2,5
13,1184,3,1
10,1185,1,7
10,1185,2,5
10,1185,3,2
19,1186,1,7
19,1186,2,5
19,1186,3,3
48,1187,1,7
48,1187,2,5
48,1187,3,4
134,1188,1,7
134,1188,2,5
134,1188,3,5
101,1189,1,7
101,1189,2,5
101,1189,3,6
46,1190,1,7
46,1190,2,5
46,1190,3,7
29,1191,1,7
29,1191,2,5
29,1191,3,"enrolled + FA app.
but not eligible"
17,1192,1,7
17,1192,2,5
17,1192,3,"not enrolled + FA app.
but not eligible"
211,1193,1,7
211,1193,2,5
211,1193,3,
9,1194,1,7
9,1194,2,6
9,1194,3,0bis
14,1195,1,7
14,1195,2,6
14,1195,3,1
18,1196,1,7
18,1196,2,6
18,1196,3,2
25,1197,1,7
25,1197,2,6
25,1197,3,3
56,1198,1,7
56,1198,2,6
56,1198,3,4
230,1199,1,7
230,1199,2,6
230,1199,3,5
1171,1200,1,7
1171,1200,2,6
1171,1200,3,6
436,1201,1,7
436,1201,2,6
436,1201,3,7
168,1202,1,7
168,1202,2,6
168,1202,3,"enrolled + FA app.
but not eligible"
78,1203,1,7
78,1203,2,6
78,1203,3,"not enrolled + FA app.
but not eligible"
1133,1204,1,7
1133,1204,2,6
1133,1204,3,
1,1205,1,7
1,1205,2,7
1,1205,3,0
11,1206,1,7
11,1206,2,7
11,1206,3,0bis
23,1207,1,7
23,1207,2,7
23,1207,3,1
11,1208,1,7
11,1208,2,7
11,1208,3,2
19,1209,1,7
19,1209,2,7
19,1209,3,3
32,1210,1,7
32,1210,2,7
32,1210,3,4
121,1211,1,7
121,1211,2,7
121,1211,3,5
1159,1212,1,7
1159,1212,2,7
1159,1212,3,6
6994,1213,1,7
6994,1213,2,7
6994,1213,3,7
683,1214,1,7
683,1214,2,7
683,1214,3,"enrolled + FA app.
but not eligible"
428,1215,1,7
428,1215,2,7
428,1215,3,"not enrolled + FA app.
but not eligible"
4734,1216,1,7
4734,1216,2,7
4734,1216,3,
3,1217,1,7
3,1217,2,"enrolled + FA app.
but not eligible"
3,1217,3,0bis
1,1218,1,7
1,1218,2,"enrolled + FA app.
but not eligible"
1,1218,3,1
3,1219,1,7
3,1219,2,"enrolled + FA app.
but not eligible"
3,1219,3,5
10,1220,1,7
10,1220,2,"enrolled + FA app.
but not eligible"
10,1220,3,6
36,1221,1,7
36,1221,2,"enrolled + FA app.
but not eligible"
36,1221,3,7
19,1222,1,7
19,1222,2,"enrolled + FA app.
but not eligible"
19,1222,3,"enrolled + FA app.
but not eligible"
15,1223,1,7
15,1223,2,"enrolled + FA app.
but not eligible"
15,1223,3,"not enrolled + FA app.
but not eligible"
219,1224,1,7
219,1224,2,"enrolled + FA app.
but not eligible"
219,1224,3,
3,1225,1,7
3,1225,2,"not enrolled + FA app.
but not eligible"
3,1225,3,6
9,1226,1,7
9,1226,2,"not enrolled + FA app.
but not eligible"
9,1226,3,7
2,1227,1,7
2,1227,2,"not enrolled + FA app.
but not eligible"
2,1227,3,"not enrolled + FA app.
but not eligible"
39,1228,1,7
39,1228,2,"not enrolled + FA app.
but not eligible"
39,1228,3,
1,1229,1,7
1,1229,2,
1,1229,3,0
3,1230,1,7
3,1230,2,
3,1230,3,0bis
7,1231,1,7
7,1231,2,
7,1231,3,1
3,1232,1,7
3,1232,2,
3,1232,3,2
8,1233,1,7
8,1233,2,
8,1233,3,3
9,1234,1,7
9,1234,2,
9,1234,3,4
28,1235,1,7
28,1235,2,
28,1235,3,5
125,1236,1,7
125,1236,2,
125,1236,3,6
341,1237,1,7
341,1237,2,
341,1237,3,7
23,1238,1,7
23,1238,2,
23,1238,3,"enrolled + FA app.
but not eligible"
18,1239,1,7
18,1239,2,
18,1239,3,"not enrolled + FA app.
but not eligible"
3669,1240,1,7
3669,1240,2,
3669,1240,3,
