coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,income_quint,mean_y,outcome,bandwidth
0.0158138214448318,0.0148334383703914,0.0245697054191011,0.029745382445482,0.519814812373884,0.618004574625392,4572,4513,1,0.737899364220171,1.53305611194333,16,TRUE,FALSE,"","",-0.0323428011766063,0.0639704440662699,-0.0434675112227533,0.0731343879635362,4,0.907444668008048,enrol_2_anytime_all_0914,mse
-0.0212853961838722,-0.0243546692063092,0.0125423578221404,0.0152340079171938,0.0896813624396697,0.109886391143116,10322,9147,1,0.96947099819812,1.96900030537817,16,TRUE,FALSE,*,"",-0.0458684175152673,0.00329762514752299,-0.0542133247240091,0.00550398631139065,5,0.917764328942684,enrol_2_anytime_all_0914,mse
0.0403513957894242,0.0701457161880246,0.0247351022380874,0.0797392587016844,0.102818306816137,0.379028031262539,4545,2748,1,1,1,16,TRUE,FALSE,"","",-0.00812940459722723,0.0888321961760755,-0.0861432308672768,0.226434663243326,1,0.869024856596558,enrol_2_anytime_all_0914,"(15, 17)"
-0.0648994972739967,-0.0776105527515618,0.0216746619609511,0.0670391661888005,0.00275114562121961,0.246990685357497,5422,3360,1,1,1,16,TRUE,FALSE,***,"",-0.107381834717461,-0.0224171598305325,-0.209007318481611,0.0537862129784872,2,0.901497241922774,enrol_2_anytime_all_0914,"(15, 17)"
-0.0250057443455929,0.0156541887663484,0.0183687223628801,0.0566286190026444,0.173411979641284,0.782213211648171,6505,4276,1,1,1,16,TRUE,FALSE,"","",-0.0610084401768379,0.0109969514856522,-0.0953379044788347,0.126646282011531,3,0.905889884763124,enrol_2_anytime_all_0914,"(15, 17)"
0.0025410712571472,0.032465340697319,0.0157200136629266,0.0483067231784107,0.871584935039945,0.501541226023302,7918,5612,1,1,1,16,TRUE,FALSE,"","",-0.028270155522189,0.0333522980364834,-0.062215836732366,0.127146518127004,4,0.907444668008048,enrol_2_anytime_all_0914,"(15, 17)"
-0.0192878975522279,-0.0822536347461336,0.0121065030035601,0.0370320845307116,0.111118721821591,0.0263411321998632,10836,9358,1,1,1,16,TRUE,FALSE,"",**,-0.0430166434392057,0.00444084833474988,-0.154836520426328,-0.00967074906593878,5,0.917764328942684,enrol_2_anytime_all_0914,"(15, 17)"
0.0576204097185831,0.0641768500390063,0.0465442080383683,0.0568193614589582,0.215726575398129,0.258691560653228,3389,2478,1,0.859601667610738,1.71075889059395,16,TRUE,FALSE,"","",-0.0336062380366188,0.148847057473785,-0.0471890984205518,0.175542798498564,1,0.477055449330784,enrol_3_ontime_all_0914,mse
-0.0364381946667842,-0.0410638172857043,0.0465631969230458,0.0569855425400388,0.433889332304257,0.471155272277707,3672,2887,1,0.804445544534992,1.61524341313278,16,TRUE,FALSE,"","",-0.127702060635954,0.0548256713023856,-0.15275548066418,0.0706278460927717,2,0.532702915681639,enrol_3_ontime_all_0914,mse
0.0037672453861799,0.00678440423163784,0.0354195381062561,0.0437453392346335,0.915296206175529,0.876751454672395,5583,4020,1,0.904666579307721,1.77201976838162,16,TRUE,FALSE,"","",-0.065655049302082,0.0731895400744418,-0.0789564606682438,0.0925252691315194,3,0.546734955185659,enrol_3_ontime_all_0914,mse
