coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,year_bac,mean_y
0.00755663888389335,0.00842051839037494,0.00956378176949052,0.0117468921004763,0.429451363121561,0.473479327935117,9234,5596,1,1.35278827895565,2.2907591595331,16,FALSE,FALSE,"","",-0.0111883733843081,0.0263016511520948,-0.0146033901265587,0.0314444269073086,2009,0.938496583143508
0.00533766753626931,0.00620025570953382,0.00942058729452914,0.01157452431327,0.570988660214999,0.592178860886996,9322,5634,1,1.36784675655287,2.31541708003886,16,FALSE,TRUE,"","",-0.0131266835610078,0.0238020186335464,-0.0164858119444753,0.0288863233635429,2009,0.938496583143508
0.00270668124308371,0.0025387540379036,0.0121984909183449,0.0150814955941416,0.824402189751656,0.866319194206867,8398,4133,1,1.33634125082586,2.49222377086051,16,TRUE,FALSE,"","",-0.0212023609568722,0.0266157234430397,-0.0270209773266139,0.0320984854024211,2009,0.938496583143508
0.00243361426313302,0.00417914751487367,0.0128279141681031,0.0157671236716383,0.849534510852549,0.790967456584412,7433,3975,1,1.24779773262909,2.38079326570226,16,TRUE,TRUE,"","",-0.022709097506349,0.027576326032615,-0.0267244148815374,0.0350827099112848,2009,0.938496583143508
0.0192682594871965,0.0210252363963691,0.0123045464934789,0.0150873865044307,0.117361181095386,0.163449351851007,5601,4689,1,1.03536775571134,1.84208483947125,16,FALSE,FALSE,"","",-0.00484865164002216,0.0433851706144151,-0.00854604115231508,0.0505965139450533,2010,0.944954128440367
0.013305651934766,0.0137911486809133,0.0114355434538156,0.0141251936590307,0.244612616788009,0.328890494185682,5849,4772,1,1.07332621015857,1.87079151072105,16,FALSE,TRUE,"","",-0.00910801323471249,0.0357193171042446,-0.0138942308907869,0.0414765282526135,2010,0.944954128440367
0.0036543209543014,0.000129066434926273,0.0211186461877781,0.0255911602521933,0.862621831815892,0.995975966772609,3572,2925,1,0.86374676025197,1.76078480753408,16,TRUE,FALSE,"","",-0.0377382255737436,0.0450468674823464,-0.0500296076593727,0.0502877405292252,2010,0.944954128440367
0.00277424368897196,-0.00000963466852444972,0.0210609006147309,0.0256476654022795,0.895201940045609,0.999700270844822,3415,2856,1,0.849610165856377,1.71998094170236,16,TRUE,TRUE,"","",-0.0385051215159006,0.0440536088938446,-0.0502790588569924,0.0502597895199435,2010,0.944954128440367
0.0138689735751687,0.0127492851364583,0.0161099623354029,0.0196322911687426,0.389296301387207,0.516077387107274,3909,4464,1,0.796564046028137,1.46147877119448,16,FALSE,FALSE,"","",-0.0177065526022211,0.0454444997525585,-0.0257300055542772,0.0512285758271939,2011,0.940033783783784
-0.00504577008197141,-0.00906099775661098,0.0189322789509612,0.0219195896336912,0.789841235673373,0.679332309518364,2905,4156,1,0.685049404848905,1.39225339994984,16,FALSE,TRUE,"","",-0.0421530368258553,0.0320614966619125,-0.0520233934386457,0.0339013979254237,2011,0.940033783783784
-0.00442361724450313,-0.00847044461840241,0.0191806020790733,0.0231683609100278,0.817602462256999,0.714660615783704,4065,3142,1,0.873239042640186,1.79463881031919,16,TRUE,FALSE,"","",-0.0420175973194867,0.0331703628304805,-0.053880432002057,0.0369395427652521,2011,0.940033783783784
0.00306359684643062,0.0017445459344077,0.0170101295007207,0.0209870677695266,0.85707071552322,0.933752301857414,4598,3356,1,0.949546195536067,1.868644117242,16,TRUE,TRUE,"","",-0.030276256974982,0.0364034506678433,-0.0393901068938644,0.0428791987626798,2011,0.940033783783784
0.00243960229095563,0.00202790879121995,0.0095054396845274,0.0117817159728331,0.797446439285921,0.863340531429906,9950,6959,1,1.2756270824189,2.14366119378537,16,FALSE,FALSE,"","",-0.0161910594907181,0.0210702640726293,-0.0210642545155329,0.0251200720979728,2012,0.939015939015939
0.000312323010980224,-0.000151454944802195,0.00887533554641874,0.0109644070685877,0.971928240351482,0.988978909804944,10600,7086,1,1.32255261806028,2.25589551389919,16,FALSE,TRUE,"","",-0.0170833346600005,0.0177079806819609,-0.0216416927992342,0.0213387829096298,2012,0.939015939015939
-0.00692013333558683,-0.0114807182981618,0.0181980318920023,0.0216796405302089,0.703746317782286,0.596415503016742,4625,3912,1,0.861609427640403,1.80544376745516,16,TRUE,FALSE,"","",-0.0425882758439113,0.0287480091727377,-0.0539728137373713,0.0310113771410477,2012,0.939015939015939
