coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper
0.0432335866386615,0.0435143089839962,0.0440924634686875,0.0450382006423209,0.326829005845966,0.33396189157549,6784,12705,1,0.5,1.62425216334075,16,TRUE,FALSE,"","",-0.043187641759966,0.129654815037289,-0.0447605642749527,0.131789182242945
0.00832547260508632,0.00875633837446355,0.0262497613542709,0.0279770367677201,0.751119358439597,0.754293537728263,11400,15285,1,0.6,1.62425216334075,16,TRUE,FALSE,"","",-0.0431240596492847,0.0597750048594573,-0.0460786536902679,0.063591330439195
0.000186070596208676,0.000782557053440769,0.0189065139884407,0.0214572482715432,0.992147655594252,0.970907182794151,15969,17737,1,0.7,1.62425216334075,16,TRUE,FALSE,"","",-0.0368706968211351,0.0372428380135525,-0.0412736495587838,0.0428387636656654
-0.00248652615012723,-0.00169992794822704,0.0149283285830768,0.0182828039293072,0.867712909435316,0.92591976124187,20577,19804,1,0.8,1.62425216334075,16,TRUE,FALSE,"","",-0.0317460501729577,0.0267729978727032,-0.0375342236496692,0.0341343677532151
-0.00885299556580232,-0.00785351623058794,0.0125384503459598,0.0166155417340684,0.480145999120762,0.63645515552139,25029,22001,1,0.9,1.62425216334075,16,TRUE,FALSE,"","",-0.0334283582438835,0.0157223671122788,-0.0404199780293621,0.0247129455681862
-0.0132952867695044,-0.0120746822456699,0.0109101738447339,0.0156238004272508,0.222990865787155,0.439617671290233,30292,23489,1,1,1.62425216334075,16,TRUE,FALSE,"","",-0.0346792275051829,0.00808865396617406,-0.0426973310830815,0.0185479665917418
-0.0128782129402607,-0.0114118045996141,0.00972816647358712,0.0149896120374486,0.185567216818444,0.446469416939079,36229,25356,1,1.1,1.62425216334075,16,TRUE,FALSE,"","",-0.0319454192284915,0.00618899334797005,-0.0407914441930133,0.0179678349937851
-0.0129582894897902,-0.011226687259289,0.00884592056442006,0.0145832057165584,0.14295127351916,0.441396754619922,42201,27135,1,1.2,1.62425216334075,16,TRUE,FALSE,"","",-0.0302962937960535,0.00437971481647316,-0.0398097704637435,0.0173563959451655
-0.0129241067925405,-0.010923377598099,0.00815601292470376,0.0143270287505388,0.113054772140059,0.445802529486279,47678,28624,1,1.3,1.62425216334075,16,TRUE,FALSE,"","",-0.0289098921249599,0.00306167853987885,-0.039004353949155,0.0171575987529569
-0.0128129792348459,-0.0105362022049806,0.00760162270534677,0.0141978396367237,0.0918808816397598,0.45802737238608,53456,30072,1,1.4,1.62425216334075,16,TRUE,FALSE,*,"",-0.0277121597373256,0.00208620126763374,-0.0383639678929591,0.0172915634829978
-0.0127962738276857,-0.010228827837216,0.00714633067756508,0.0142019889746976,0.0733562909901543,0.47137779029603,59993,31163,1,1.5,1.62425216334075,16,TRUE,FALSE,*,"",-0.0268030819557132,0.00121053430034189,-0.0380647262276233,0.0176070705531913
-0.0130664010085557,-0.0101921283097741,0.00676099458047619,0.0143699200806203,0.0532836164446412,0.478158016834575,67443,32461,1,1.6,1.62425216334075,16,TRUE,FALSE,*,"",-0.026317950386289,0.000185148369177612,-0.03835717166779,0.0179729150482417
-0.0126717671924799,-0.00948644463087334,0.00643421918839574,0.014732672356159,0.0489033252777497,0.519636896805313,74497,33605,1,1.7,1.62425216334075,16,TRUE,FALSE,**,"",-0.0252828368017355,-6.06975832242104e-05,-0.0383624824489449,0.0193895931871982
-0.0119112534971768,-0.0084171282037826,0.00615073174112508,0.0152856439191034,0.0527993019632772,0.581869661984214,81770,34601,1,1.8,1.62425216334075,16,TRUE,FALSE,*,"",-0.023966687709782,0.000144180715428346,-0.0383769902852253,0.0215427338776601
-0.0112407430201624,-0.0074360972630918,0.00590195446253127,0.0160000488022724,0.0568347194976002,0.642107159156132,89189,35592,1,1.9,1.62425216334075,16,TRUE,FALSE,*,"",-0.0228085737667237,0.000327087726398867,-0.0387961929155456,0.023923998389362
-0.0103728698318932,-0.00631186722488142,0.00565648523600884,0.0169933565694068,0.0666834985713224,0.7103161978304,104840,36248,1,2,1.62425216334075,16,TRUE,FALSE,*,"",-0.0214595808944705,0.000713841230684091,-0.0396188461009187,0.0269951116511558
0.132849993233133,0.133735036333146,0.35252286029877,0.352944293719161,0.70628138434605,0.704752774932338,6784,12705,2,0.5,1.62425216334075,16,TRUE,FALSE,"","",-0.558094812952457,0.823794799418723,-0.558035779356409,0.825505852022701
0.14621284098153,0.147501433349074,0.148690982242091,0.149879940437492,0.32544327141227,0.325051310863473,11400,15285,2,0.6,1.62425216334075,16,TRUE,FALSE,"","",-0.145221484212969,0.437647166176029,-0.146263249908409,0.441266116606558
0.0589023396655843,0.0606724132574659,0.0866052513523094,0.0890032728238368,0.49642573209056,0.495436610728161,15969,17737,2,0.7,1.62425216334075,16,TRUE,FALSE,"","",-0.110843952984942,0.228648632316111,-0.113774001477254,0.235118827992186
0.0259377038674913,0.0283063505458285,0.0579204897624199,0.0620150796450266,0.654286221691372,0.648071432594813,20577,19804,2,0.8,1.62425216334075,16,TRUE,FALSE,"","",-0.0875864560668516,0.139461863801834,-0.0932432055584236,0.149855906650081
0.0328104858816847,0.0358719937541183,0.0429475681995809,0.0489792682947526,0.444887448906401,0.46392972037666,25029,22001,2,0.9,1.62425216334075,16,TRUE,FALSE,"","",-0.0513667477894939,0.116987719552863,-0.0601273721035968,0.131871359611833
0.0238363510537338,0.0276857463788804,0.0336665018709239,0.0417859857324909,0.478936629954358,0.507612032607988,30292,23489,2,1,1.62425216334075,16,TRUE,FALSE,"","",-0.0421499926132771,0.0898226947207447,-0.0542147856568017,0.109586278414563
0.00457178672868164,0.00936173578582622,0.0275616821825539,0.0377075780245229,0.868255530565564,0.80392396219109,36229,25356,2,1.1,1.62425216334075,16,TRUE,FALSE,"","",-0.049449110349124,0.0585926838064873,-0.0645451171422387,0.0832685887138911
-0.00316704615379848,0.00268991098229598,0.0233656198802171,0.0353493999776743,0.892182570925322,0.939343554243442,42201,27135,2,1.2,1.62425216334075,16,TRUE,FALSE,"","",-0.048963661119024,0.042629568811427,-0.0665949129739457,0.0719747349385376
-0.00698699648597856,5.06223077278989e-05,0.0203000395159771,0.0339239065125189,0.730706147768217,0.998809372300228,47678,28624,2,1.3,1.62425216334075,16,TRUE,FALSE,"","",-0.0467750739372936,0.0328010809653365,-0.0664402344568092,0.066541479072265
-0.00950188795111107,-0.00115755063993728,0.0179934604129648,0.0331145792241023,0.597447615668802,0.972114888727019,53456,30072,2,1.4,1.62425216334075,16,TRUE,FALSE,"","",-0.044769070360522,0.0257652944582999,-0.0660621259191778,0.0637470246393032
-0.0102434230988457,-0.000429798322688413,0.0161963797946815,0.0328672529588454,0.527091955212622,0.989566524681072,59993,31163,2,1.5,1.62425216334075,16,TRUE,FALSE,"","",-0.0419883274964215,0.02150148129873,-0.0648496141220253,0.0639900174766485
-0.00993482341378815,0.00152427200744842,0.0147480049128802,0.0333295110926821,0.500541191306905,0.963522738837016,67443,32461,2,1.6,1.62425216334075,16,TRUE,FALSE,"","",-0.0388409130430333,0.018971266215457,-0.0638015697342084,0.0668501137491053
-0.0119689408155796,0.00125131284631319,0.0135798134725657,0.0347315435957577,0.378113580795152,0.97125992261866,74497,33605,2,1.7,1.62425216334075,16,TRUE,FALSE,"","",-0.0385853752218085,0.0146474935906492,-0.0668225126013718,0.0693251382939982
-0.0141458649846733,0.000983664782241433,0.0126010685912555,0.037097791276741,0.26161060577556,0.978846207334414,81770,34601,2,1.8,1.62425216334075,16,TRUE,FALSE,"","",-0.0388439594235342,0.0105522294541876,-0.071728006120171,0.0736953356846538
-0.0153236893191551,0.00187787804601314,0.0117800079176168,0.0402480430715992,0.19331951004361,0.962786104972141,89189,35592,2,1.9,1.62425216334075,16,TRUE,FALSE,"","",-0.0384125048376839,0.0077651261993738,-0.0770082863743213,0.0807640424663476
-0.0162514074227844,0.00325720586334288,0.0109614447805126,0.0449136753343545,0.138181459496478,0.942186918004306,104840,36248,2,2,1.62425216334075,16,TRUE,FALSE,"","",-0.0377358391925891,0.00523302434702025,-0.0847735977919919,0.0912880095186777
