coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,variable,donut,bandwidth,mean_y,category,variable_lab
0.0386758547556383,0.17128738127667,0.0492817174253241,0.171092100735541,0.432576040959002,0.316758463583153,33462,25357,1,1,1,16,"","",-0.0579163113979969,0.135268020909273,-0.16405313616499,0.50662789871833,year_bac,"Donut [15.65, 16.05]","(15, 17)",2011.78847262248,Demographic,HS Grad. Year
0.0152672080303091,0.0225440934209473,0.0507220134546278,0.0619723775903945,0.763416268810161,0.716024926775507,34918,26809,1,1.05429087688963,2.06670241197827,16,"","",-0.0841479383407613,0.11468235440138,-0.098921766656226,0.144009953498121,year_bac,"Donut [15.6, 16.05]",MSE-Optimal,2011.78847262248,Demographic,HS Grad. Year
0.0198600244129921,0.12599403187869,0.0553064349499328,0.224916622284231,0.719527266032792,0.575355944471031,31286,25357,1,1,1,16,"","",-0.0885405880888762,0.12826063691486,-0.314842547798403,0.566830611555784,year_bac,"Donut [15.6, 16.05]","(15, 17)",2011.78847262248,Demographic,HS Grad. Year
-0.00153762825314741,-0.00343348604493565,0.0107194959877933,0.0129033802367336,0.885940944556136,0.790168368520476,24847,30785,1,0.747589889309139,1.3878622180895,16,"","",-0.0225478403892223,0.0194725838829274,-0.0287241113089334,0.0218571392190621,ses_very_high,No Donut,MSE-Optimal,0.243804034582133,Parent SES,Very High SES
0.00106245315412667,-0.00709403343918025,0.00814103605065832,0.0161280210307179,0.896166194567083,0.660040209925939,39274,35879,1,1,1,16,"","",-0.0148939775051636,0.017018883813417,-0.0387049546593873,0.0245168877810268,ses_very_high,No Donut,"(15, 17)",0.243804034582133,Parent SES,Very High SES
0.010566769742684,0.00907784927912614,0.00892891841104936,0.0109398816716368,0.236637893976496,0.406655206503282,46033,27307,1,1.09210184614243,1.93902032028688,16,"","",-0.00693391034297274,0.0280674498283407,-0.012364318797282,0.0305200173555343,ses_very_high,"Donut [15.95, 16.05]",MSE-Optimal,0.243804034582133,Parent SES,Very High SES
0.00876248232507693,-0.00201481608432297,0.0096065156189161,0.0191255346241944,0.361695288738813,0.916100536690736,39224,25357,1,1,1,16,"","",-0.0100662882879986,0.0275912529381525,-0.039500863947744,0.035471231779098,ses_very_high,"Donut [15.95, 16.05]","(15, 17)",0.243804034582133,Parent SES,Very High SES
0.0113114428664302,0.0100035824165243,0.00895400027292469,0.0110109079613556,0.206487231059963,0.363605838906794,45848,27307,1,1.09709059255956,1.95029758761753,16,"","",-0.00623839766850223,0.0288612834013625,-0.0115777971877327,0.0315849620207813,ses_very_high,"Donut [15.9, 16.05]",MSE-Optimal,0.243804034582133,Parent SES,Very High SES
0.00944297253626658,-0.00147049856843795,0.00968378844293355,0.0199560797176309,0.329494759351783,0.941259645629884,39039,25357,1,1,1,16,"","",-0.00953725281188317,0.0284231978844163,-0.0405844148149944,0.0376434176781185,ses_very_high,"Donut [15.9, 16.05]","(15, 17)",0.243804034582133,Parent SES,Very High SES
0.0129225886126967,0.0120010815904146,0.0090219647352143,0.0111570657345416,0.152044396094069,0.282084465130793,45747,27711,1,1.10784508571742,1.97121594054074,16,"","",-0.00476046226832335,0.0306056394937167,-0.00986676724928703,0.0338689304301162,ses_very_high,"Donut [15.85, 16.05]",MSE-Optimal,0.243804034582133,Parent SES,Very High SES
0.0111488717084105,0.00281788048299836,0.0098725308301506,0.0216272904925027,0.258778876829996,0.89633476719695,38605,25357,1,1,1,16,"","",-0.00820128871868468,0.0304990321355057,-0.039571608882307,0.0452073698483037,ses_very_high,"Donut [15.85, 16.05]","(15, 17)",0.243804034582133,Parent SES,Very High SES
0.0146300306822966,0.0141984014408775,0.00915437645795897,0.0113729697122784,0.110010474557103,0.211872184541001,46180,27783,1,1.1196960418925,1.99969944399669,16,"","",-0.00331254717530296,0.0325726085398962,-0.00809261919518819,0.0364894220769431,ses_very_high,"Donut [15.8, 16.05]",MSE-Optimal,0.243804034582133,Parent SES,Very High SES
0.0128580771347522,0.00672741221569684,0.0101750423277233,0.0241322839194634,0.206342095818245,0.780419575895091,37909,25357,1,1,1,16,"","",-0.00708500582758558,0.0328011600970899,-0.0405718642664514,0.0540266886978451,ses_very_high,"Donut [15.8, 16.05]","(15, 17)",0.243804034582133,Parent SES,Very High SES
0.0153082184884062,0.0154894124712942,0.00938394462449411,0.0116764720771719,0.102822771740817,0.184657912717752,46980,28281,1,1.1403149972423,2.0450339973891,16,"","",-0.00308431297560222,0.0337007499524147,-0.00739647279996264,0.0383752977425511,ses_very_high,"Donut [15.75, 16.05]",MSE-Optimal,0.243804034582133,Parent SES,Very High SES
0.0132251458479169,0.00479152451038045,0.0107327105191564,0.0285516459973693,0.217863946498746,0.86672523843802,36716,25357,1,1,1,16,"","",-0.00781096676962965,0.0342612584654634,-0.0511697016444634,0.0607527506652243,ses_very_high,"Donut [15.75, 16.05]","(15, 17)",0.243804034582133,Parent SES,Very High SES
0.0192612437819335,0.0207143723874854,0.00993424543268525,0.0122645816298673,0.0525167610142802,0.0912273363751541,44163,28257,1,1.13055234619901,2.10105965009568,16,*,*,-0.000209877266129581,0.0387323648299966,-0.00332420760705455,0.0447529523820254,ses_very_high,"Donut [15.7, 16.05]",MSE-Optimal,0.243804034582133,Parent SES,Very High SES
0.0177410570145653,0.0213539370883433,0.0114380934117735,0.03444783618936,0.120889655436679,0.535328911837588,35234,25357,1,1,1,16,"","",-0.00467760607251082,0.0401597201016414,-0.0461638218428022,0.0888716960194889,ses_very_high,"Donut [15.7, 16.05]","(15, 17)",0.243804034582133,Parent SES,Very High SES
0.0168943656330287,0.0179843705571353,0.0104778004129621,0.012970025993534,0.106875749950012,0.165560651166257,43726,28281,1,1.14418396229136,2.16694609973213,16,"","",-0.00364212317637696,0.0374308544424344,-0.00743688039019135,0.043405621504462,ses_very_high,"Donut [15.65, 16.05]",MSE-Optimal,0.243804034582133,Parent SES,Very High SES
0.014109862740477,0.00643457963372285,0.0124867519478115,0.0432030621933607,0.258481858682027,0.8816025202016,33462,25357,1,1,1,16,"","",-0.0103641710772336,0.0385838965581876,-0.0782434222652641,0.0911125815327098,ses_very_high,"Donut [15.65, 16.05]","(15, 17)",0.243804034582133,Parent SES,Very High SES
