coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,sample,outcome
-0.0134792359705411,0.00707077549747126,0.010560380880674,0.0325318386467813,0.201815299989171,0.827936064204497,28062,22345,1,1,1,16,TRUE,FALSE,"","",-0.0341775824966621,0.00721911055557983,-0.0566916282502202,0.0708331792451627,conditional on enrollment,grad_9_all
-0.020827727529755,-0.0269902657031171,0.01783883870802,0.0203001218965981,0.24298852332174,0.183662705975224,21646,20890,1,0.764166613957926,1.75981401825892,16,TRUE,FALSE,"","",-0.0557918513974742,0.0141363963379642,-0.0667785046204495,0.0127979732142152,baseline,master_anytime_all
-0.0254433057721444,-0.0308000808054358,0.0156538793955536,0.0180499761140138,0.104084290815613,0.0879377377630892,23966,21249,1,0.835506267706089,1.86826701620597,16,TRUE,FALSE,"",*,-0.0561249093874294,0.00523829784314069,-0.0661780339889029,0.00457787237803118,conditional on enrollment,master_anytime_all
-0.0195936188115931,-0.0268055047101525,0.012090559706931,0.0370552534205028,0.1051095271985,0.469438573818345,35234,25357,1,1,1,16,TRUE,FALSE,"","",-0.0432911158371777,0.00410387821399161,-0.0994338014143379,0.0458227919940329,baseline,master_anytime_all
-0.0220811897069686,-0.041437177459845,0.0122346244478455,0.0375215179023425,0.071104199501976,0.269437999486223,33004,24213,1,1,1,16,TRUE,FALSE,*,"",-0.0460610536247458,0.00189867421080865,-0.114979352548436,0.0321049976287463,conditional on enrollment,master_anytime_all
-0.0323075539707374,-0.0397180736132927,0.0231693029618385,0.0260259060891907,0.163193227902492,0.126985552114748,16549,18472,1,0.666873227217898,1.57139265489158,16,TRUE,FALSE,"","",-0.0777193877759408,0.0131042798344661,-0.0907288495481065,0.011292702321521,baseline,master_select_anytime_all
-0.0418646134123792,-0.0497026512860939,0.0266572199465693,0.0298647501232201,0.116303635193874,0.0960608685824508,13581,16979,1,0.636349397968024,1.49817478561912,16,TRUE,FALSE,"",*,-0.0941127645076551,0.0103835376828966,-0.108237561527605,0.00883225895541753,conditional on enrollment,master_select_anytime_all
-0.0167365827947693,-0.0448005260656598,0.0123082056576677,0.037041580806609,0.17389618659236,0.226483933179197,35234,25357,1,1,1,16,TRUE,FALSE,"","",-0.0408606658837981,0.00738750029425945,-0.117402024446613,0.027800972315294,baseline,master_select_anytime_all
-0.0217182534777968,-0.0569718529596987,0.0127542179897431,0.0384556379690307,0.0886000562847406,0.138474594536111,33004,24213,1,1,1,16,TRUE,FALSE,*,"",-0.0467165207376932,0.0032800137820997,-0.132344903378999,0.0184011974596015,conditional on enrollment,master_select_anytime_all
0.0168906321723199,-0.00230662270291049,0.0740303568556098,0.0873224375152614,0.819523264310482,0.978926325342244,12408,14422,1,0.7134062603954,1.54391497915622,16,TRUE,FALSE,"","",-0.128208867264675,0.161990131609315,-0.173458600232823,0.168845354827002,baseline,quality_first_grad_degree
-0.00598746199625566,-0.0293705459195266,0.0820034331327723,0.0950464178773585,0.94179436230899,0.757311900467903,11107,13555,1,0.68072384326115,1.52000085547448,16,TRUE,FALSE,"","",-0.166714190936489,0.154739266943978,-0.215661524959149,0.156920433120096,conditional on enrollment,quality_first_grad_degree
0.0407082682027848,-0.0260769420188893,0.0450108297618846,0.135387552952673,0.365777758985718,0.847264728316375,22742,18809,1,1,1,16,TRUE,FALSE,"","",-0.047512958130509,0.128929494536079,-0.291436545806129,0.23928266176835,baseline,quality_first_grad_degree
