coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,gender,mean_y,outcome,bandwidth
-0.0312023417956895,-0.0221612142610255,0.0166834931747687,0.0508360352891354,0.0614487874654391,0.66288378731702,14691,10485,1,1,1,16,TRUE,FALSE,*,"",-0.0639019884182362,0.00149730482685725,-0.121799843427731,0.07747741490568,Male,0.778413736713001,enrol_2_ontime_all_0914,"(15, 17)"
0.0156430965870238,0.117889326318529,0.015815540865037,0.0487607795723781,0.322615915294043,0.0156186051320194,20543,14872,1,1,1,16,TRUE,FALSE,"",**,-0.0153553635084487,0.0466415566824963,0.0223181983566684,0.213460454280391,Female,0.685377546943668,enrol_2_ontime_all_0914,"(15, 17)"
-0.014016494582934,-0.0174642892720867,0.0105765921128474,0.012392541185719,0.185092451011568,0.158758858115999,15380,10695,1,1.01873562661481,2.15432838514649,16,TRUE,FALSE,"","",-0.0347466151241149,0.00671362595824697,-0.0417536699960958,0.00682509145192253,Male,0.921504497138185,enrol_2_anytime_all_0914,mse
-0.0138403111388632,-0.018464841903143,0.0143869223852935,0.0166731662195958,0.336046398582834,0.268095687022423,13849,12628,1,0.798874668125806,1.77876577295836,16,TRUE,FALSE,"","",-0.0420386790140384,0.014358056736312,-0.0511442476935507,0.0142145638872647,Female,0.89292848581702,enrol_2_anytime_all_0914,mse
-0.0146595336857831,-0.0181416310664937,0.010845284141557,0.0336082816429909,0.176472393613396,0.589337416682488,14691,10485,1,1,1,16,TRUE,FALSE,"","",-0.0359162906032347,0.00659722323166853,-0.0840138630867559,0.0477306009537686,Male,0.921504497138185,enrol_2_anytime_all_0914,"(15, 17)"
-0.0140437380790828,-0.0215428923320387,0.0105370384603741,0.032768092850458,0.182598280029514,0.51090122920357,20543,14872,1,1,1,16,TRUE,FALSE,"","",-0.034696333461416,0.00660885730325048,-0.0857683543189363,0.042682569654859,Female,0.89292848581702,enrol_2_anytime_all_0914,"(15, 17)"
0.0010809402605616,-0.0058291303951008,0.0261836378109012,0.031134584595409,0.967070250816978,0.851485287051795,10582,9116,1,0.824600359551673,1.73512282406523,16,TRUE,FALSE,"","",-0.0502389898488048,0.052400870369928,-0.0668529162021025,0.0551946554119009,Male,0.579176887435269,enrol_3_ontime_all_0914,mse
0.0338254186694258,0.0394107457584256,0.0234119154361659,0.0279592332288386,0.148515472259958,0.158664055277938,13849,12628,1,0.796593513597864,1.67519141794345,16,TRUE,FALSE,"","",-0.0120619355854594,0.079712772924311,-0.015389351370098,0.0942108428869492,Female,0.551338393927287,enrol_3_ontime_all_0914,mse
-0.013235346848812,0.0458028826934278,0.0200109308106968,0.0609804514496972,0.508352070599384,0.452587880948056,14691,10485,1,1,1,16,TRUE,FALSE,"","",-0.0524567712377777,0.0259860775401536,-0.0737188021479786,0.165324567534834,Male,0.579176887435269,enrol_3_ontime_all_0914,"(15, 17)"
0.0191466819279791,0.0829544002724276,0.0170172218471989,0.0521307684890559,0.260531582326148,0.111547650254801,20543,14872,1,1,1,16,TRUE,FALSE,"","",-0.0142070728925309,0.052500436748489,-0.0192219059661219,0.185130706510977,Female,0.551338393927287,enrol_3_ontime_all_0914,"(15, 17)"
0.000687900479606984,-0.000530178609022602,0.0188733448958245,0.023109230792414,0.970924938125433,0.981696308981749,11298,9365,1,0.853486484539395,1.71637123093837,16,TRUE,FALSE,"","",-0.036303855516209,0.037679656475423,-0.0458242709621541,0.0447639137441089,Male,0.822294903243391,enrol_3_anytime_all_0914,mse
-0.0256511824386418,-0.0283314303771998,0.0168923137881059,0.0205293896372248,0.128885358156826,0.167573556928379,14855,13105,1,0.830104781265223,1.69980702998622,16,TRUE,FALSE,"","",-0.0587601174633295,0.00745775258604581,-0.0685690340661604,0.0119061733117609,Female,0.814422692768678,enrol_3_anytime_all_0914,mse
-0.00396641773947337,0.0281940676223376,0.0151177727433807,0.0469696190207646,0.793037846077221,0.548331778993535,14691,10485,1,1,1,16,TRUE,FALSE,"","",-0.0335972523164995,0.0256644168375527,-0.0638663856583611,0.120254520903036,Male,0.822294903243391,enrol_3_anytime_all_0914,"(15, 17)"
