coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper
-0.0720104372227821,-0.0774619943063393,0.0489244644517788,0.0502079083992195,0.141056064977198,0.122873348174755,7733,13872,1,0.5,1.54172820373835,16,TRUE,FALSE,"","",-0.167902387548268,0.0238815131027043,-0.17586949476881,0.020945506156131
-0.0343350462807528,-0.0411048576504014,0.0292491316383817,0.0316023812639319,0.240442058519662,0.193365059385388,13102,16644,1,0.6,1.54172820373835,16,TRUE,FALSE,"","",-0.091663344291981,0.0229932517304754,-0.103045524927708,0.0208358096269051
-0.0290413668322052,-0.0372229838508187,0.0211354352628506,0.0245509666072752,0.169422899638502,0.12948105878595,18374,19284,1,0.7,1.54172820373835,16,TRUE,FALSE,"","",-0.0704668199473923,0.012384086282982,-0.0853428784010781,0.0108969106994407
-0.0236236776393093,-0.0333559733763356,0.0167588517422067,0.0211549691103316,0.158650771556883,0.114854411662279,23703,21480,1,0.8,1.54172820373835,16,TRUE,FALSE,"","",-0.0564710270540345,0.00922367177541589,-0.0748197128325855,0.00810776607991434
-0.0189510383377099,-0.0303336591012129,0.0141159822178522,0.0193541349982653,0.179426304860024,0.117045511052141,28994,23793,1,0.9,1.54172820373835,16,TRUE,FALSE,"","",-0.0466183634847002,0.00871628680928034,-0.0682677636978129,0.00760044549538715
-0.0167365827947672,-0.0298877003827738,0.0123082056576678,0.0182701564766271,0.173896186592416,0.101865657737844,35234,25357,1,1,1.54172820373835,16,TRUE,FALSE,"","",-0.040860665883796,0.00738750029426165,-0.0656972070769628,0.00592180631141527
-0.0132229760738148,-0.0282762312243196,0.0110018747370932,0.0175900584170928,0.229408514550056,0.107942083725901,42376,27307,1,1.1,1.54172820373835,16,TRUE,FALSE,"","",-0.0347866505585175,0.00834069841088779,-0.0627527457218215,0.00620028327318237
-0.0110322612846206,-0.0281002570276552,0.0100217155176769,0.0171701102294115,0.270968211619942,0.101718281382758,49542,29168,1,1.2,1.54172820373835,16,TRUE,FALSE,"","",-0.0306748236992674,0.00861030113002607,-0.0617536730773017,0.00555315902199137
-0.00914150467557617,-0.0283395202950704,0.00924875105495258,0.0169454722273269,0.322954716144181,0.0944464891675253,56166,30706,1,1.3,1.54172820373835,16,TRUE,FALSE,"",*,-0.0272690567432832,0.00898604739213088,-0.0615526458606311,0.00487360527049038
-0.00687126119130177,-0.0283103323655374,0.00862648350144828,0.0169094417400062,0.425723487415426,0.0940849674145245,63373,32212,1,1.4,1.54172820373835,16,TRUE,FALSE,"",*,-0.0237791688541404,0.0100366464715369,-0.0614528381759496,0.00483217344487482
-0.00466122063274954,-0.0284555353260997,0.00811523356024826,0.0170818863444799,0.565711285749324,0.0957470854760832,71426,33337,1,1.5,1.54172820373835,16,TRUE,FALSE,"",*,-0.0205670784108361,0.011244637145337,-0.0619360325612803,0.00502496190908091
-0.00276953880578856,-0.0290536075228178,0.00768347248617661,0.0174973984086748,0.718507610176948,0.0968233573470413,80695,34670,1,1.6,1.54172820373835,16,TRUE,FALSE,"",*,-0.0178291448786947,0.0122900672671176,-0.0633485084038205,0.00524129335818481
-0.000706610790840112,-0.029580850455813,0.00731736616289913,0.0181426914008763,0.923070840191042,0.103005269036673,89585,35846,1,1.7,1.54172820373835,16,TRUE,FALSE,"","",-0.0150486484701224,0.0136354268884422,-0.0651405256015306,0.0059788246899045
0.00120985711056409,-0.030382446657494,0.00699932972149561,0.0189932062420637,0.862766754754358,0.10967666702753,98607,36866,1,1.8,1.54172820373835,16,TRUE,FALSE,"","",-0.0125088291435673,0.0149285433646955,-0.0676091308919388,0.00684423757695079
0.00247379339895215,-0.0319685856161416,0.00671996811416588,0.020021294103111,0.712779460527242,0.110326075986131,108253,37882,1,1.9,1.54172820373835,16,TRUE,FALSE,"","",-0.010697344104813,0.0156449309027173,-0.0712103220582391,0.00727315082595595
0.00349589251069649,-0.034208882483235,0.00645030984130999,0.0213744389766481,0.587837241150987,0.109497114340392,127895,38552,1,2,1.54172820373835,16,TRUE,FALSE,"","",-0.0091467147782711,0.0161384997996641,-0.0761027828774653,0.00768501791099537
0.0413566373901091,0.0392723816516654,0.393354430392951,0.393919179680973,0.91626602577074,0.920585242705108,7733,13872,2,0.5,1.54172820373835,16,TRUE,FALSE,"","",-0.729618046180075,0.812331320960293,-0.732809210523041,0.811353973826372
-0.19731492802641,-0.200138456111013,0.164512654308014,0.166267182178878,0.230376108349617,0.228699392353342,13102,16644,2,0.6,1.54172820373835,16,TRUE,FALSE,"","",-0.519759730470117,0.125129874417297,-0.526022133181613,0.125745220959588
-0.0996139498998296,-0.103265831155857,0.0956564737704447,0.0992452942306747,0.29770304641859,0.298102505625748,18374,19284,2,0.7,1.54172820373835,16,TRUE,FALSE,"","",-0.287100638489901,0.087872738690242,-0.297786607847979,0.091254945536266
