coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,outcome
-0.00159063243089685,-0.00259340007979614,0.013554993788534,0.0167283754846452,0.906585398816681,0.876797665302248,27203,23175,1,0.864456681254286,1.71213506887304,16,TRUE,FALSE,"","",-0.0281584202564236,0.0249771553946299,-0.0353810160297007,0.0301942158701085,enrol_year_bac_all_0914_licence
-0.00880394030863076,-0.00915395076999387,0.0110484499572347,0.0137337568319723,0.425539048250809,0.505072868069217,33660,25349,1,0.979045982286428,1.8837808931355,16,TRUE,TRUE,"","",-0.0304589022248109,0.0128510216075493,-0.0360721141606597,0.0177642126206719,enrol_year_bac_all_0914_licence
-0.0062994811206355,0.0356441010338092,0.0111561336253284,0.03382600177318,0.572301466169332,0.291998045009349,35234,25357,1,1,1,16,TRUE,FALSE,"","",-0.0281655030262792,0.0155665407850082,-0.0306548624416235,0.101943064509242,enrol_year_bac_all_0914_licence
-0.00861456399215125,0.0267703129532533,0.0107618511289139,0.0324069333882993,0.423437191871727,0.40876582865315,35234,25357,1,1,1,16,TRUE,TRUE,"","",-0.0297077922048224,0.0124786642205199,-0.0367472764878133,0.0902879023943199,enrol_year_bac_all_0914_licence
0.0146040632457742,0.016761714892341,0.00720587457902791,0.00860218906373734,0.0426942778221113,0.0513503082410955,47773,29075,1,1.18137293698968,2.39133732893065,16,TRUE,FALSE,**,*,0.000480549070879523,0.028727577420669,-0.000098575672584169,0.0336220054572662,enrol_year_bac_all_0914_medecine
0.0106454520812277,0.0139867628244051,0.0104987751749497,0.0123730986466643,0.310596657676018,0.258300493824972,27049,22675,1,0.855601937944809,1.82148931311007,16,TRUE,TRUE,"","",-0.0099321472616737,0.0312230514241291,-0.0102645105230569,0.0382380361718671,enrol_year_bac_all_0914_medecine
0.014381240435371,0.0078283462803288,0.00867754895526428,0.0261455138710137,0.0974602682809307,0.764623790692453,35234,25357,1,1,1,16,TRUE,FALSE,*,"",-0.002626755516947,0.031389236387689,-0.0434168609068581,0.0590735534675157,enrol_year_bac_all_0914_medecine
0.013645492728896,0.00267320041875745,0.00854773787950601,0.0257310801660706,0.110402544708491,0.917256689260853,35234,25357,1,1,1,16,TRUE,TRUE,"","",-0.00310807351493578,0.0303990589727278,-0.047759716706741,0.0531061175442559,enrol_year_bac_all_0914_medecine
-0.00295510943123345,-0.00177567850374993,0.00890355785494281,0.0108689928517949,0.739963194658983,0.870226315003396,28994,23753,1,0.896526566909332,1.81088210401436,16,TRUE,FALSE,"","",-0.0204060828269214,0.0144958639644545,-0.0230789044932679,0.019527547485768,enrol_year_bac_all_0914_bts
-0.00236994620893517,-0.00468629225624919,0.00636656602319747,0.00735465334705991,0.709707656696914,0.524002800588666,33599,24826,1,0.967918988465002,2.10396033171584,16,TRUE,TRUE,"","",-0.0148484156144022,0.0101085231965319,-0.0191014128164866,0.00972882830398822,enrol_year_bac_all_0914_bts
-0.00242957903234151,0.00762168049021178,0.00768669469954785,0.0239563089531773,0.751944890150928,0.750371765912294,35234,25357,1,1,1,16,TRUE,FALSE,"","",-0.0174955006434553,0.0126363425787723,-0.0393326850580158,0.0545760460384393,enrol_year_bac_all_0914_bts
-0.00214650582921926,0.0182996323117759,0.00611264938792313,0.0191240050441658,0.725469805575283,0.338621112879315,35234,25357,1,1,1,16,TRUE,TRUE,"","",-0.0141272986295486,0.00983428697111007,-0.019183417574789,0.0557826821983409,enrol_year_bac_all_0914_bts
0.00409489588413103,0.00718338690159565,0.00950147644187349,0.0110392977609972,0.666486772309771,0.515233387636422,26042,22620,1,0.846441782641993,1.86586981791356,16,TRUE,FALSE,"","",-0.014527997941941,0.0227177897102031,-0.0144536367099589,0.0288204105131502,enrol_year_bac_all_0914_dut
0.00426755613777067,0.00790287957615883,0.00872674678617971,0.00945637913992629,0.624827340818451,0.403312774296074,28440,23236,1,0.877632476233567,2.33284648775224,16,TRUE,TRUE,"","",-0.0128368675631416,0.0213719798386829,-0.0106316235380967,0.0264373826904144,enrol_year_bac_all_0914_dut
0.000609970603370924,0.0161040202600707,0.00754861683842482,0.0234263946031777,0.935596544938199,0.491811426525807,35234,25357,1,1,1,16,TRUE,FALSE,"","",-0.0141853183999417,0.0154052596066836,-0.0298117131621577,0.062019753682299,enrol_year_bac_all_0914_dut
0.000319316259863691,0.0121033962995495,0.00730546395778815,0.0227068443143746,0.965136175720673,0.594013817280741,35234,25357,1,1,1,16,TRUE,TRUE,"","",-0.0139993930974011,0.0146380256171285,-0.0324020185566247,0.0566088111557237,enrol_year_bac_all_0914_dut
-0.0152323570605125,-0.0199898328653152,0.0157130894331374,0.0184980958467402,0.33234285395359,0.279856065668061,24015,21613,1,0.805598945733914,1.72563167477549,16,TRUE,FALSE,"","",-0.0460300123494618,0.0155652982284368,-0.056246100724926,0.0162664349942956,enrol_year_bac_all_0914_cpge
